ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²),Ground Truth,Predictions,Match
4fb0995de8,hows possible rain forecast pinkpop ticket,neutral,night,70-100,Marshall Islands,59190,180,329,surprise,['surprise'],True
d1101dce96,last day volleyball miss everyone already oh well banquet th hopefully everyones gonna,neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness,['sadness'],True
14fe4b8490,feel like dyeing right now,negative,noon,21-30,Somalia,15893222,627340,25,sadness,['sadness'],True
22c7c7dea6,still pic sad,negative,morning,0-20,Greece,10423054,128900,81,sadness,['sadness'],True
5d85d05584,think friends like anymore via zenjar ,negative,night,70-100,Zimbabwe,14862924,386850,38,sadness,['sadness'],True
9649f936cc,perhaps answers questions lie deep waves ocean beach trip anyone,neutral,noon,21-30,Grenada,112523,340,331,happiness,['happiness'],True
f5d1b07ac1,wanna talk mitchel mussoooooo,neutral,night,70-100,Croatia,4105267,55960,73,df,['df'],True
7aa9e70c18,brother planning moving vietnam staying forever,neutral,noon,21-30,Luxembourg,625978,2590,242,sadness,['sadness'],True
fdfd544d8d,lets see hate groupies  near stalkers love send gifts,neutral,night,70-100,Spain,46754778,498800,94,df,['df'],True
2dc2b2ecaf,love  host lmao,positive,morning,46-60,Timor-Leste,1318445,14870,89,happiness,['happiness'],True
9d190cc1cc,blast sale today one pair cords mis sized tho still worth it might come back tomorrow thankssss,positive,morning,0-20,Sao Tome and Principe,219159,960,228,happiness,['happiness'],True
e79f3b3eee,workmen extending r block cant start early surely am already theyre making racket woken up,neutral,noon,60-70,Angola,32866272,1246700,26,anger,['anger'],True
27eed86c41,hi im ok still feeling great,negative,night,70-100,Italy,60461826,294140,206,sadness,['sadness'],True
e2946e2769,phone  tyson,neutral,noon,21-30,Cyprus,1207359,9240,131,anger,['anger'],True
3c9397acdd,facebook load me  it im bored,negative,morning,0-20,Liberia,5057681,96320,53,anger,['anger'],True
1281b062a4,safe ride coast going  even though can windy smile cuz u know u better,positive,noon,60-70,Kenya,53771296,569140,94,df,['df'],True
eccfe62ff1,hi beautiful hows going,positive,noon,21-30,Armenia,2963243,28470,104,happiness,['happiness'],True
9843ecd416,aw going toronto anymore,negative,morning,0-20,Sao Tome and Principe,219159,960,228,sadness,['sadness'],True
0417a347f4,children promised birthday brekkie bed theres problem theres bugger food house,negative,morning,0-20,Liberia,5057681,96320,53,sadness,['sadness'],True
a181f03a20,says got  cards today eva n clara thanks guys ,positive,noon,21-30,North Korea,25778816,120410,214,happiness,['happiness'],True
624763df58, used nkotb sleeping bag too know,neutral,noon,60-70,Malta,441543,320,1380,surprise,['surprise'],True
818996ad8d,life come nothing making choices ill regret later,negative,morning,46-60,United States of America,331002651,9147420,36,sadness,['happiness'],False
7b08c6091a,_stiller sure do  boot,neutral,morning,0-20,Ukraine,43733762,579320,75,df,['df'],True
c016333e85,oh tweetdeck malfunctioning o il web fixd,negative,noon,21-30,Samoa,198414,2830,70,sadness,['sadness'],True
de3833a81d,today lame orlando soooo looking forward next friday,negative,night,31-45,Morocco,36910560,446300,83,disgust,['sadness'],False
2575ae28e3,omg julys last day,neutral,noon,60-70,Luxembourg,625978,2590,242,happiness,['happiness'],True
9bf2e0669e,_fisher hey udid u got reply,neutral,night,31-45,Canada,37742154,9093510,4,happiness,['happiness'],True
e1f58e1e59,thinks malibu drink lets hit bottle woop woop ,positive,noon,60-70,Togo,8278724,54390,152,happiness,['happiness'],True
6e0b3d6b0d,knocked sooo godamn funny never gets old youre tupac biggie lol,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205,happiness,['df'],False
cbbe4f2dd4,_libertine um glad enjoyed it,positive,noon,60-70,Nicaragua,6624554,120340,55,disgust,['disgust'],True
6c424ebd7e,back home palmdale bed mommy,neutral,night,31-45,Iraq,40222493,434320,93,happiness,['happiness'],True
1f2f27c5cd,hell raining hate rain,negative,noon,21-30,Kenya,53771296,569140,94,anger,['anger'],True
cbfe82ef26,feels really sick,negative,night,70-100,Laos,7275560,230800,32,sadness,['sadness'],True
458f7b2493,finally feel back swing things work getting married last week sigh relief wedding planning,positive,noon,21-30,Togo,8278724,54390,152,happiness,['happiness'],True
9c61ce1836,laptop spasy phone cat music mother making breakfast lovage that,neutral,morning,0-20,Latvia,1886198,62200,30,happiness,['happiness'],True
01b2476dd7,going bed late headache,negative,noon,21-30,Azerbaijan,10139177,82658,123,sadness,['sadness'],True
a38d4da0df,feel pain man people say really good money waste ps,neutral,noon,60-70,Azerbaijan,10139177,82658,123,sadness,['sadness'],True
d302cf5d8f,trent reznor  liddle beotch doesnt get way could title,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,anger,['anger'],True
7eebee2219,stuck office red hot,negative,noon,60-70,Azerbaijan,10139177,82658,123,disgust,['disgust'],True
954ab76021,feeling loved mom got nikon cool pix birthday,positive,morning,0-20,Sweden,10099265,410340,25,happiness,['happiness'],True
5b7d384722,finally got graduation gear today im excited believe it  days left aaah sweater cozy,positive,morning,0-20,Cuba,11326616,106440,106,happiness,['happiness'],True
cff315b757,wants wish moms happy mothers day hope treated like queens,positive,night,70-100,Ecuador,17643054,248360,71,happiness,['happiness'],True
3d6736b952,yeah think weve earned it,neutral,noon,21-30,North Korea,25778816,120410,214,df,['df'],True
009a952227,jetway feels like seventh layer hell oh way many babies flight forgot bose,negative,night,31-45,Antigua and Barbuda,97929,440,223,anger,['anger'],True
d715925ecd,would panic little maybe read orbitron gym like dowhen else fails,negative,night,70-100,Bahamas,393244,10010,39,fear,['sadness'],False
2e277c6d53,love cant swing  would likely evening tweetup future,positive,noon,21-30,Samoa,198414,2830,70,df,['df'],True
f7d4269198,ok tweeps sorry many twitpic ill delete pics soon em copied,negative,noon,21-30,Fiji,896445,18270,49,disgust,['disgust'],True
212ca1a172,loved it guys amazing,positive,night,31-45,Cabo Verde,555987,4030,138,happiness,['happiness'],True
c0b19d85bd,_a_hart ah birmingham remember wrox days,neutral,morning,0-20,Sao Tome and Principe,219159,960,228,happiness,['happiness'],True
f2c87a8129,cool look forward frequent tweets,positive,night,70-100,Antigua and Barbuda,97929,440,223,happiness,['happiness'],True
2486f3c1a1,_dubai enjoy sounds idyllic geordiebird lost bikiniperfect holiday,positive,noon,60-70,Bhutan,771608,38100,20,happiness,['happiness'],True
a4ca62632d,awesome night ahead bad v rat city favorite skaters one track fb,positive,morning,46-60,Mali,20250833,1220190,17,happiness,['happiness'],True
32c96c1090,enjoying new car,positive,night,70-100,Algeria,43851044,2381740,18,happiness,['happiness'],True
539d37b36b,did,neutral,night,70-100,Italy,60461826,294140,206,df,['df'],True
dd05c1c3d8,need buy bluetooth device machine,neutral,morning,46-60,China,1439323776,9388211,153,df,['df'],True
b0ec446090,fine still playing infamous sorry hear things ended,neutral,night,70-100,Barbados,287375,430,668,sadness,['sadness'],True
e8fe5c5dc7,hilarious acts up say  little wordgummed up grosses out hub says  torment,positive,noon,60-70,Samoa,198414,2830,70,disgust,['disgust'],True
83c92f835b,still freakin missing game jonasnewsongs,negative,night,70-100,San Marino,33931,60,566,sadness,['sadness'],True
0c2fdfc4bd,fuzzball fun mothers day ,positive,morning,0-20,Greece,10423054,128900,81,df,['happiness'],False
bf9927af4c,actually woke up going attempt see  natalyy,neutral,morning,46-60,Greece,10423054,128900,81,happiness,['happiness'],True
5d847ecde0,hd full again ,neutral,night,31-45,South Africa,59308690,1213090,49,df,['df'],True
c086d6e230,watchin how lose man  days wiv mum lol,neutral,noon,60-70,Switzerland,8654622,39500,219,happiness,['happiness'],True
853ebd7b47,raid leader made us run drills practice switching,neutral,noon,21-30,Chad,16425864,1259200,13,disgust,['disgust'],True
d28a8ca680,thx  sharing,positive,night,31-45,Gambia,2416668,10120,239,happiness,['df'],False
282e1a63e8,another purse need see photos,neutral,noon,21-30,Paraguay,7132538,397300,18,df,['sadness'],False
c9ed0d71db,today  days leakycon  awesome number wish far away,positive,morning,46-60,Egypt,102334404,995450,103,sadness,['sadness'],True
af2e79600d,talkin sum special,positive,noon,21-30,Israel,8655535,21640,400,happiness,['happiness'],True
698a91c45d,thanks yes lot,positive,night,70-100,Marshall Islands,59190,180,329,happiness,['df'],False
5c2edde096,i need huge favor love anticipate texts,positive,morning,46-60,Hungary,9660351,90530,107,sadness,['sadness'],True
db1be9d601,going forgo pub night wife tonight tough week us neither really it plus neighbor died,negative,morning,46-60,Georgia,3989167,69490,57,sadness,['sadness'],True
5237f98883,happy mothers day mom love you,positive,morning,0-20,Timor-Leste,1318445,14870,89,happiness,['happiness'],True
9ed0319118,seen wolverine might want change pic theres new sheriff town,neutral,noon,21-30,Bulgaria,6948445,108560,64,df,['happiness'],False
533b05f261,know theyre  trying sort portfolio know put it,negative,night,70-100,Italy,60461826,294140,206,anger,['sadness'],False
a429255434,gday thanx following,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83,happiness,['happiness'],True
ad21249e85,hehehe hello you good see twitter,positive,morning,0-20,Jamaica,2961167,10830,273,happiness,['happiness'],True
23013f9a40,greg back top  love nascar,positive,noon,21-30,Seychelles,98347,460,214,happiness,['happiness'],True
1dc37b5047,star trek grtsat bggeting drunk,positive,morning,0-20,Argentina,45195774,2736690,17,happiness,['happiness'],True
851583e0de,s kinda long oops,neutral,noon,60-70,Samoa,198414,2830,70,df,['df'],True
2a83e56667,_ really son  screw him ill talk msn later k xox,negative,night,70-100,Niger,24206644,1266700,19,anger,['anger'],True
4a002e7c6b,maybe jd help know though ask,neutral,noon,21-30,South Sudan,11193725,610952,18,sadness,['sadness'],True
18eba56565,nobobys behind think lead  far,positive,noon,21-30,Saudi Arabia,34813871,2149690,16,df,['df'],True
0b5b3361e2,world im chillin bout go get money economy money easy money anymore,neutral,noon,60-70,Kenya,53771296,569140,94,df,['df'],True
fe25c5bffb,look im following you,neutral,morning,0-20,Eritrea,3546421,101000,35,surprise,['happiness'],False
f306ec47db,sizzling outside work inside  double,neutral,morning,0-20,Ethiopia,114963588,1000000,115,disgust,['sadness'],False
dedc4e6686,arghhhmy korean dvd cant seei need laugh,neutral,night,31-45,Marshall Islands,59190,180,329,sadness,['sadness'],True
d461b50edb,really bored today ate bowl ful rasberries grapes im waiting dinner,negative,morning,46-60,France,65273511,547557,119,sadness,['sadness'],True
9fcaa348c0,reception eating nasty  pasta woot beautiful,neutral,noon,21-30,Angola,32866272,1246700,26,df,['df'],True
a454494a8a,ouch back man im sick,negative,morning,0-20,United States of America,331002651,9147420,36,sadness,['sadness'],True
90fea7e19b,following people around though many webdesign twitters,neutral,noon,21-30,Venezuela,28435940,882050,32,df,['df'],True
26ac912cc5,csi ny comes back aus  lies silicone se evryone east coast tune tonight pleaseee,neutral,night,70-100,Sierra Leone,7976983,72180,111,df,['df'],True
eefb86c722,watching krystle vs alexis catfights youtube miss dynasty,negative,night,70-100,Netherlands,17134872,33720,508,sadness,['sadness'],True
18388b8a88,im sad work today cant win tickets,negative,morning,46-60,Sri Lanka,21413249,62710,341,sadness,['sadness'],True
15ec12dff3,great time talkin mike tonight three hrs,positive,night,70-100,Niger,24206644,1266700,19,happiness,['happiness'],True
caf284161d,star trek good times,positive,morning,0-20,Nigeria,206139589,910770,226,happiness,['happiness'],True
deddbb63c8,_fred really cool no im pc now mac well ooooooooold iphone tho,positive,noon,21-30,Colombia,50882891,1109500,46,happiness,['happiness'],True
bfb91b9e2b,sam may ask odd question might fave animal be,neutral,noon,60-70,North Korea,25778816,120410,214,df,['df'],True
c928ea3a7a,wishing mothers happy mothers day,positive,night,70-100,North Macedonia,2083374,25220,83,happiness,['happiness'],True
2247d7ed5c,rat run steve irwin way avoid long delays bruce highway,negative,noon,21-30,Nicaragua,6624554,120340,55,anger,['anger'],True
1bba528c01,thanks sympathy bad hour ago started thinking appointment tomorrow,positive,noon,21-30,Botswana,2351627,566730,4,sadness,['sadness'],True
0aaab17148,k  slices left,neutral,morning,0-20,Dominica,71986,750,96,df,['df'],True
f57f6c3092,wolverine much fun gambit bit disappointing neither smooth cajun enough taste pretty though,neutral,morning,0-20,United States of America,331002651,9147420,36,df,['df'],True
1dac505c43,im going town two dinner rolls dark chocolate yummmm,positive,night,70-100,Suriname,586632,156000,4,happiness,['happiness'],True
12e0187cb9,found theres sushi fake crab meat good,negative,morning,46-60,China,1439323776,9388211,153,surprise,['surprise'],True
89dafd0c47,sforlifeorg  pets get cancer too,neutral,night,70-100,Australia,25499884,7682300,3,sadness,['sadness'],True
62ac88ef56,math left day dmv,neutral,morning,46-60,Haiti,11402528,27560,414,sadness,['sadness'],True
1eabe43846,kuala lumpur know vanished haha broke last boyfriend thats im back,negative,noon,60-70,Dominican Republic,10847910,48300,225,sadness,['sadness'],True
f9182af73a,nd breakfast  want food  lol tweet breakfast loooooolding,positive,night,31-45,Belize,397628,22810,17,happiness,['happiness'],True
fb872556ee,added collection much punk  ask back,negative,noon,21-30,Paraguay,7132538,397300,18,anger,['anger'],True
0a80fcf9c5,mind abuzz re advertising industry  standards  hate like maths ok,neutral,noon,60-70,Denmark,5792202,42430,137,anger,['sadness'],False
2d41f45aca,got xbox back  really sore knee cant walk,negative,night,70-100,North Macedonia,2083374,25220,83,sadness,['sadness'],True
8c20777a68,work back babys house,neutral,morning,46-60,Central African Republic,4829767,622980,8,happiness,['happiness'],True
60fc6a5a7d,best vanilla memory sharffenberger factory gift shop sure get now,positive,night,31-45,Marshall Islands,59190,180,329,sadness,['sadness'],True
7a30455f8b,tea pitcher things hard find seen here ive found ,negative,night,31-45,Sierra Leone,7976983,72180,111,disgust,['disgust'],True
ce4954f532,bigi  tokyo fashion spree tmr check sih web ____,neutral,morning,0-20,France,65273511,547557,119,happiness,['happiness'],True
bab27bd635,hey twit watched poor holly britains got talent poor thing people mean   year old little girl,negative,morning,46-60,Austria,9006398,82400,109,sadness,['sadness'],True
d4a56201be, days summer holiday left going way slow school get here,negative,morning,46-60,Ireland,4937786,68890,72,disgust,['disgust'],True
71c6b00c21,ayy fml nothing perfect,negative,noon,21-30,Armenia,2963243,28470,104,sadness,['sadness'],True
f2810a559c,decided best stay tonight lady shall pittsburgh soon farewell,positive,morning,46-60,Qatar,2881053,11610,248,happiness,['happiness'],True
d1947e8c88,rr fashion show kacie,neutral,night,31-45,Chile,19116201,743532,26,happiness,['happiness'],True
e5deb9be38,social fun swam water boxers,positive,night,31-45,Croatia,4105267,55960,73,happiness,['happiness'],True
77bcc4857c,yeah sure,neutral,noon,21-30,El Salvador,6486205,20720,313,df,['df'],True
2dbb28cc29,_xo dang it certain    okay,neutral,noon,21-30,Gabon,2225734,257670,9,surprise,['surprise'],True
a1c5be2cbb,oooo look got pic much swimming today,neutral,noon,21-30,Estonia,1326535,42390,31,sadness,['sadness'],True
dbb8b556b5,happy  even makes laundry wonderful,positive,morning,0-20,Central African Republic,4829767,622980,8,happiness,['happiness'],True
d65ce39851,god bless u hope rest weekend joyfull,positive,night,70-100,Peru,32971854,1280000,26,happiness,['happiness'],True
05bc7a77ef,love ipod shuffles good songs together,positive,night,70-100,United Kingdom,67886011,241930,281,happiness,['happiness'],True
f5d5719228,i,neutral,night,70-100,Pakistan,220892340,770880,287,df,['df'],True
126b1e6a22,of kinda turns all buy dig deeper hole etc ,negative,noon,60-70,Denmark,5792202,42430,137,df,['df'],True
bcca61e577,blue martini me,neutral,noon,60-70,CÃ´te d'Ivoire,26378274,318000,83,surprise,['surprise'],True
2a9009ce2f,_surprises unfortunately yes,negative,night,70-100,Chile,19116201,743532,26,surprise,['df'],False
baaa649aaa,impressed,positive,night,70-100,Canada,37742154,9093510,4,surprise,['df'],False
f5d47f04f5,much no unless one pillows ends suffocating one sleeping next you,negative,morning,46-60,Vanuatu,307145,12200,25,anger,['anger'],True
f2b2f8d3a5,live live  dj jayem bb esr click  sisdnbcomlistenasx,neutral,morning,46-60,Latvia,1886198,62200,30,df,['df'],True
4145184473,thanks twitpic sure made laugh,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139,happiness,['df'],False
f68fbbc1db, say,negative,night,70-100,Lesotho,2142249,30360,71,anger,['sadness'],False
f673020218,lol kk ive sent u friend request,neutral,noon,60-70,Lebanon,6825445,10230,667,happiness,['happiness'],True
b3b338bcd0,followfriday _ cuz ive never added anyones followfriday either  cuz hes got cool picture,positive,night,70-100,Senegal,16743927,192530,87,df,['df'],True
b8eea546b8,oh im obviously back stupid sleep schedule luckily church  tomorrow,neutral,noon,60-70,North Korea,25778816,120410,214,anger,['anger'],True
f15c77bd2d,great song ,positive,noon,60-70,Malta,441543,320,1380,happiness,['happiness'],True
20d7cb2f69,managed breathe since getting news,negative,night,31-45,Burkina Faso,20903273,273600,76,sadness,['sadness'],True
92a1d4137f,beach ashley,neutral,morning,0-20,South Korea,51269185,97230,527,happiness,['happiness'],True
01f75f3eac,watching hostage also got idea animation im making hope ready post link fifth june,positive,night,31-45,Kiribati,119449,810,147,df,['df'],True
bc9ebe0002,hate life,negative,night,70-100,Australia,25499884,7682300,3,sadness,['df'],False
ecd73c6d97,man behind awesome macarena vid great work love it,positive,night,70-100,Laos,7275560,230800,32,happiness,['happiness'],True
cf44fa82c2, people  yrs dk facebook profiles citizens range dk why,neutral,morning,0-20,Greece,10423054,128900,81,df,['df'],True
dbdb957eea,okay gots go first time since started miss block party,neutral,night,31-45,Zimbabwe,14862924,386850,38,sadness,['sadness'],True
443ddbe686,lol target employee forbid place usually go buy like everything along commenting,neutral,morning,0-20,Latvia,1886198,62200,30,df,['happiness'],False
18195deb58,may be still like hearing name much blackhawks canucks,negative,morning,46-60,Tajikistan,9537645,139960,68,anger,['anger'],True
5bac5df5db,cannot sleep im super duper duper excited pour la paris love city,positive,night,70-100,San Marino,33931,60,566,happiness,['happiness'],True
a1898e44e9,predicted feel lyk  gahh hate bein ill wrk tweet lata ,negative,noon,60-70,Chad,16425864,1259200,13,anger,['anger'],True
7e820f005a,thanks warm welcome make plans arrival time air,positive,noon,60-70,Zambia,18383955,743390,25,happiness,['happiness'],True
f9b667e1ed,_tech woke little ago sleep couple hours lol im wide awake,neutral,morning,46-60,Georgia,3989167,69490,57,df,['df'],True
724eb69f24,ive laundry last two days,neutral,morning,0-20,Indonesia,273523615,1811570,151,anger,['anger'],True
570b9c0856,lol saw going thatboth last names common nothing special,neutral,night,31-45,Thailand,69799978,510890,137,disgust,['disgust'],True
e75c46aa82,instead telling god big problems are like telling problems big god is ,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness,['happiness'],True
f95cd61c48,bed one day left school get go holidays yay finally getting sick school lol,neutral,morning,0-20,Micronesia,115023,700,164,happiness,['happiness'],True
ca0a253612,really good distraction now ill check right now,positive,morning,0-20,Singapore,5850342,700,8358,surprise,['surprise'],True
1fce3e2d7b,bueno hollykins needs feel better asap ps miss you done uni soon you soproudofyou,neutral,night,70-100,Vietnam,97338579,310070,314,sadness,['sadness'],True
3e92853efb,cant join game private beta,neutral,night,31-45,Pakistan,220892340,770880,287,sadness,['sadness'],True
1834ef3d8b,o goodness havnt heard it lovelovelove old stuff though overture underscore best album think,positive,noon,21-30,Albania,2877797,27400,105,surprise,['df'],False
20bf40e9ad,st lbs going right direction,positive,night,31-45,Russia,145934462,16376870,9,happiness,['happiness'],True
3adfb85ae8,ah lovely day bike ride cake making is rooting  revising best x,positive,morning,0-20,Tajikistan,9537645,139960,68,happiness,['happiness'],True
b89af87662,store airport close well get wdw trip,neutral,morning,46-60,France,65273511,547557,119,anger,['anger'],True
d0bf2cb10f,aww lovely pic,positive,morning,46-60,Qatar,2881053,11610,248,happiness,['happiness'],True
06b8d9e26c,welcome,positive,morning,46-60,Austria,9006398,82400,109,df,['df'],True
0b9b43d4a6,like new terminator movie man,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,sadness,['sadness'],True
69e63a9862,wanna go shopping get paid till next week,neutral,night,70-100,Australia,25499884,7682300,3,anger,['sadness'],False
47ec7c77de,lost first field notes notebook  pages filling up rip fieldnotes,negative,morning,46-60,Ethiopia,114963588,1000000,115,sadness,['sadness'],True
72a849e0cf,tierdi want talk,negative,night,31-45,Bolivia,11673021,1083300,11,sadness,['sadness'],True
620b802c17,go buy mother mothers day gift,neutral,morning,0-20,Cambodia,16718965,176520,95,df,['df'],True
a348aea018,napppinggg work   ,neutral,morning,46-60,Micronesia,115023,700,164,sadness,['sadness'],True
082abf7f5a,aw  grillz background look like plaque ,neutral,morning,0-20,Argentina,45195774,2736690,17,happiness,['happiness'],True
aca9ad929e,_nyc hey sweetie cnt go fri thnks much,positive,night,70-100,Chile,19116201,743532,26,sadness,['sadness'],True
c762607c42,watch arsenal v chelsea today,neutral,morning,46-60,Cuba,11326616,106440,106,df,['sadness'],False
2524332d66,im concerned family,positive,noon,60-70,Mauritius,1271768,2030,626,fear,['happiness'],False
a8734230b6,ew traffic,negative,night,31-45,Brazil,212559417,8358140,25,disgust,['df'],False
89b51cf174,sure love sushi tweeted many pictures it,positive,night,70-100,Panama,4314767,74340,58,disgust,['disgust'],True
0dffcf014e,thank too hope turns top week you,positive,night,31-45,Italy,60461826,294140,206,happiness,['happiness'],True
ffaccf8278,so pointed able involved convo lack iphone,neutral,night,70-100,Turkey,84339067,770000,110,sadness,['df'],False
79bd7de23f,lol glad like it,positive,morning,46-60,Dominica,71986,750,96,happiness,['happiness'],True
16ee71e6df,sadly think know exactly put itin expired drawer things life span less two years,negative,night,31-45,Uzbekistan,33469203,425400,79,sadness,['sadness'],True
72c09ef13a,raining gng rain dance,neutral,morning,0-20,Afghanistan,38928346,652860,60,happiness,['happiness'],True
a914a3c939,o happy mothers day,positive,night,31-45,Antigua and Barbuda,97929,440,223,happiness,['happiness'],True
1d779830cc,luv someone fear them wish someone exsplain ,neutral,noon,60-70,Zambia,18383955,743390,25,fear,['fear'],True
c0854bf08a,wish knew trying figure something,positive,night,70-100,United Kingdom,67886011,241930,281,sadness,['sadness'],True
e7de0750f9,oops ignore last post meant direct message,negative,morning,0-20,Philippines,109581078,298170,368,surprise,['surprise'],True
7ec0f71db5,yay joss coming saturday,positive,noon,60-70,Tunisia,11818619,155360,76,happiness,['happiness'],True
27af3032f1,yes do im still almost gmail storage ceiling argh forced delete stuff buy space,negative,noon,60-70,Grenada,112523,340,331,anger,['anger'],True
247e9c28a5,haha happy star wars day may th you  clever,positive,noon,60-70,Albania,2877797,27400,105,happiness,['happiness'],True
9b600d4212,great mood todayyyyyyyyy super excited game tonight excited one year older tomorrow,positive,noon,21-30,Dominican Republic,10847910,48300,225,happiness,['sadness'],False
cdbe4df131,omg exctied,positive,noon,21-30,Armenia,2963243,28470,104,happiness,['happiness'],True
3121e64ff3,lol well im qlad u enjoyed yur ramen noodles fried chicken im tired,neutral,morning,0-20,Guinea,13132795,246000,53,happiness,['happiness'],True
12fdd2d959,omg right hear us blocked annoying wake deaf,negative,morning,46-60,Indonesia,273523615,1811570,151,anger,['anger'],True
9624b0b500,layin bed awake txtin girl vegas wishin work w,negative,night,31-45,South Africa,59308690,1213090,49,sadness,['sadness'],True
e3731b6ce8,whats goin hun im worried,negative,night,31-45,Madagascar,27691018,581795,48,sadness,['sadness'],True
20951ebfde,im stuck inside elk grove village working day someone enjoy it,neutral,night,70-100,Liechtenstein,38128,160,238,sadness,['happiness'],False
aebcb91e4a,pm tonight international space station head texas least,neutral,noon,60-70,Holy See,801,0,2003,df,['df'],True
93516d3ceb,hope isnt hot summer thenhows little one todaybeing good hopelol,positive,noon,21-30,North Korea,25778816,120410,214,df,['df'],True
7a36fca205,awesome book cant wait film  enjoy scared x,positive,noon,60-70,Somalia,15893222,627340,25,happiness,['happiness'],True
ca66c3653e,bout  miss mah lakers play day orange box  rotation mah real la fam keep posted love haters ,neutral,morning,46-60,Burundi,11890784,25680,463,anger,['anger'],True
719f6bacc1,mm cold shadow anyway ooh monday,neutral,night,70-100,United Kingdom,67886011,241930,281,anger,['df'],False
6a9023f1af,ass you,negative,noon,21-30,Poland,37846611,306000,124,sadness,['sadness'],True
47671f2b86,gonna go make memes mothers day card go hop shower hop sleep,neutral,night,31-45,Slovenia,2078938,20140,103,happiness,['happiness'],True
b81798ce06,happened,neutral,night,70-100,San Marino,33931,60,566,surprise,['df'],False
421944b580,mom wearing shrug bought morrowi cant wait  c n itcute,positive,morning,46-60,Benin,12123200,112760,108,happiness,['sadness'],False
b783916431,huh another scarepoint coding sunday,neutral,morning,46-60,Burundi,11890784,25680,463,surprise,['surprise'],True
f946da7a04,_thomas drinking game tonighti work till  tomorrow,neutral,night,70-100,Cabo Verde,555987,4030,138,sadness,['sadness'],True
a63638f545,bgt amazing tonight threee amazing acts got sent home,positive,night,31-45,Cabo Verde,555987,4030,138,happiness,['happiness'],True
e319638aae,_gaba evrytime listen name tat plce reminded mojojojo dexters lab,neutral,morning,0-20,Haiti,11402528,27560,414,df,['df'],True
2d9c34b943,funny profiled  like wtf im still kinda heated ugh,negative,night,70-100,Maldives,540544,300,1802,anger,['anger'],True
68a2d75b38,whaatttaatttt good cook really creative silly sierra,positive,night,70-100,Canada,37742154,9093510,4,surprise,['surprise'],True
3cb7fed999,hi kendra whats up follow,neutral,night,70-100,Croatia,4105267,55960,73,df,['df'],True
2ff5a1078b,licking chocolate crumbs twirl wrapper like zammo smack,neutral,night,70-100,Slovenia,2078938,20140,103,happiness,['happiness'],True
ca4b7d62c0,anytime literally hahaha,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,happiness,['happiness'],True
68a429f6af,here wanted keep going end ever ,neutral,morning,0-20,Benin,12123200,112760,108,happiness,['happiness'],True
e18a2f80b1,sad news week hospital uncle past away today rip uncle tony,negative,noon,21-30,South Sudan,11193725,610952,18,sadness,['sadness'],True
7115b4a4b1, wee girl started crying mum came on shame,negative,morning,0-20,Micronesia,115023,700,164,sadness,['sadness'],True
780c673bca,going good ol soak tonight mothers day feed love ever,positive,morning,0-20,Ethiopia,114963588,1000000,115,happiness,['happiness'],True
1d854b9456,aww holly steel  dont cry,negative,night,70-100,Syria,17500658,183630,95,sadness,['sadness'],True
650c4b89cc,wish could would cost much call way uk,negative,noon,60-70,Malta,441543,320,1380,sadness,['sadness'],True
6e7e59bcd9,drinkin chai tea sleeping checkin cool peeps,neutral,night,31-45,Peru,32971854,1280000,26,happiness,['happiness'],True
f9f82c5f99,bored headache,negative,noon,21-30,Montenegro,628066,13450,47,sadness,['sadness'],True
9a58257276,_war_mt im longer blue,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,df,['df'],True
f0e3079931,_babe woo im getting mine mondaycant wait x,positive,morning,0-20,South Korea,51269185,97230,527,happiness,['happiness'],True
10f2498c35,want crimson gem saga go play rf guerilla demo repeatedly mission failed  died many times dicking around,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,sadness,['sadness'],True
02bf960d09,ohh confusedp seen it favourite,neutral,night,31-45,Equatorial Guinea,1402985,28050,50,surprise,['df'],False
4d97f4be67,rain please come,neutral,night,31-45,Ghana,31072940,227540,137,sadness,['sadness'],True
a7a4f1809e,car shopping kacy yay,positive,noon,21-30,Angola,32866272,1246700,26,happiness,['happiness'],True
f4c7c4cfc1,_ holy  need see that bad gotta wait tomorrow,neutral,morning,46-60,Cuba,11326616,106440,106,sadness,['sadness'],True
ffbae98f62,stomach bleh,negative,morning,0-20,Qatar,2881053,11610,248,sadness,['sadness'],True
f5dd26cb38,omfg downing tasty ate almost lo,positive,noon,21-30,South Sudan,11193725,610952,18,happiness,['happiness'],True
ba93b83d6d,see approaching nice round  number expect crashed time come back tonight,positive,noon,60-70,Botswana,2351627,566730,4,surprise,['surprise'],True
649e31adcc,starbucks im lovin,positive,night,31-45,Pakistan,220892340,770880,287,happiness,['happiness'],True
