Text,Emotion
im starting feel bit jaded,sadness
im used feeling dependency neediness needy least wasnt prior recently,sadness
felt deep heart love lost caresse way touch rest universe love hate strong feelings never vain never lost,sadness
im excited want proud homeschooled feel ashamed,sadness
say feel like im hated,anger
know beyond shadow doubt loved feel unloved unworthy rejected ive ever felt,sadness
never feel bad spending money people spend,sadness
feel would ungrateful god undutiful church use poor efforts side truth peace,sadness
understood somewhere heart feeling decite abandonment hope ever trusting,joy
feeling particularly nostalgic day,love
feel messy room,sadness
knew werent giving thanks wasnt feeling thankful either,joy
im beginning feel way around systems im impressed overall level automation control goes making memset,surprise
feel really disheartened sad tried call ashley later tried call rommel,sadness
feeling grumpy today,anger
feel like uncertain things certain,fear
didnt feel scared,fear
sick feeling worthless useless miserable,sadness
sometimes feel quite isolated live regional area often think,sadness
surprised cause like ok feel crappy continues like days really try avoid getting sickness,sadness
feel groggy want crawl back cat book,sadness
want know exactly meaning behind effin feelings submissive thinkings,sadness
feel im trying considerate others,love
im happy really looking feeling awful,sadness
consider roethisberger stating feels steelers offense run successful win game,joy
feel like artistic block right artwork looks stiff forced happens,joy
says pressing torso siwons bringing faces close enough feel siwons agitated breath,anger
used feel homesick theres loneliness sometimes sort urgent need get away parents,sadness
dont really care thats feels rotten,sadness
refuse feel guilty,sadness
use face sometimes neck feeling generous,love
alternated wishing would die feeling terrified something would happen leaving newborn son without mother,fear
feeling pain hurt,sadness
still feeling lousy cough side effects chemo finally kicking,sadness
feel highly honored given special glimpse relationship little nugget,joy
panicked feel nails broke impenetrable wall ice leaving red crescents blood welling sensitive skin,sadness
began feel cranky feeling hell,anger
realise thoughts feelings emotions reflect acceptances allowances result accepted allowed programming conditioning time,joy
feel proud queer performing lovebox,joy
feel like snob bit skeptical start idea kenny werner neither thomas musician gave book,fear
go say feeling impressed youre naomi klein right,surprise
feel really irritable im surrounded,anger
id terrible nightmare feeling little disturbed,sadness
day received key apartment could enter,joy
feel pretty fantastic,joy
feel one everything meet even return body beloved father indeed beginning realize meaning unearthly love sought long,love
feel disheartened defeated,sadness
feel like make one every beach loving friend know,love
even mentioned show want trust feelings hoping would think rude mean coercive pushy,anger
im feeling melancholy today bit sadness also feel sadness ok,sadness
im sure left feeling angry unhappy also caused members staff feel angry aggressive upset hurt final say personal attack say awful individuals bad attitudes,anger
planning im feeling really bad,sadness
feel like breathing delicate dried rose petals sometimes,love
im much opposite cool based drinking socializing without rememberiing meeting trying know people feel accepted first time life,love
feel like get lot questions list search phrases point people sometimes awfully disturbed things somehow bring blog search engine,sadness
ive trying tell feelbut never smart,joy
confess feeling quite angry read negative reviews uses boys basically victim blaming slut shaming,anger
know next time im glass red wine im tossing big ol ice cube im feeling really rebellious may even swirl glass sniff recommend try thing,anger
really like feel nostalgic watching decade remember lot hesei kamen riders,love
feel blessed yoked man willing work hard provide us,love
always feel quite smart wearing,joy
realize unique situation means representative majority amazing birth moms make hard decisions best interests children help feel jaded experience,sadness
feel like hot mess probably,love
feel pretty,joy
feeling drained taking aspect seriously enough,sadness
feel unprotected even travelling alone,fear
feel foolish,sadness
enjoyed today hes darling long time since ive backed horse admit feeling little hesitant go,fear
feel important fancy room fancy furniture nice view downtown dallas,joy
wonder life like people people love loved sex enjoy experience feel happiness get feel accepted wanted needed,joy
listen tells ominous feeling ignored time wanted see trail,sadness
feel really honored could experience brazilian public healthcare system inside,joy
feel confused,fear
want go find something wear pesach ethnic flowy perhaps even jingly makes feel playful royal time,joy
love service easy use set amp feel like using service im supporting small company know love,love
began kiss slowly started lifting head feel suspicious,fear
pretty much everything place feel terrific going affair,joy
like breathless feeling reader eager see happen next,joy
didnt feel put half effort time well quite frankly didnt feel like pressure,joy
need much prayer considering things like still always feel little reluctant act anyway,fear
wanted say something bad vibe feeling hostile didnt think good night,anger
got feel actors physically talented skilled presentational acting done little research backgrounds characters wilder,joy
feel shitty emotional helpless,sadness
im feeling joy every day gorgeous people ive ever met hope thanksgiving felt,joy
feel sometimes joyful read scriptures prayed done things things,joy
couldnt find dog missing,sadness
feeling one idiotic childish trumpeters talking luh,sadness
cant tell joy feeling held calm son,joy
feel like little ungrateful love home sometimes getting away great way remind much love life,sadness
ive written blog post feeling even energetic,joy
lost girlfriend,sadness
feel overwhelmed,surprise
feel wonderful see aku merasa luar biasa karena kulihat love light eyes,joy
im feeling virtuous spinach feta cranberry salad balsamic viniagrette,joy
left feeling triumphant taken challenge saved money,joy
im feeling generous id treat friends dinner bbq home little backyard weather still nice warm,joy
feel uncertain everything right,fear
feel like casual nonchalant attitude easi,joy
reread comfort familiarity book whose plot already know easier deal im feeling stressed new book unknowns,sadness
im feeling much optimistic coming en route,joy
loved feeling rushed,anger
love shopping sites feel welcomed maybe phrases story images extra services,joy
im feeling well right ill write day,joy
feeling pretty cranky could think much better feel cut hair,anger
point feeling resentful toward want,anger
feel ungrateful things regularly sin daily everyday living,sadness
feel glad still teach home,joy
recent french open claret jug feel somewhat reluctant got close claret jug france felt afterwards want able till hopefully win open get bond next twelve months,fear
im firm believer nothing makes woman feel much terrific great trip salon lift spirits bit,joy
risk feeling vulnerable feeling everyone staring examining every little dimple thigh sag arm,fear
ive ever invented hail ember flake probably three story feels especially vulnerable,fear
never thought id feel comfortable im going go make bold fashion choices,joy
feel like robin troubled right maeve feel free comment,sadness
feel something like vain could raise score years,sadness
every feel free,joy
finished blogging feeling shaky checked level see,fear
havent felt much like talking nothing bad feeling sociable ways,joy
feeling well grouchy lazy ill sometimes forego bed favor futon couch little shut eye,joy
think feel entirely wonderful wife dating someone order go okay happen,joy
im brings best im feeling depressed,sadness
may learn say african names im feeling boring uninteresting slide conversation impress others,sadness
wish know whether feel sympathetic towards airline american say plane fire pilot exploded whether want set fire say decided walk obligations save money,love
havent worked today feel like im going feel ive stressed work life week bad,anger
still feel defeated,sadness
remember feeling belong smart enough cool enough even young enough,joy
feel lethargic find reason move even full bladder threatening burst,sadness
feeling highly frustrated worked long day wanted get home take shower eat snacks listen music,anger
tgt v u still feel unhappy,sadness
want feel sweet embrace dont take paper bag face love smile face eyes damn im good telling lies,joy
love much realized ive simply cooking posting recipes feel like content story,joy
feel really wronged commodore,anger
talk feel like something valuable say,joy
feel hated loathed,sadness
feel really need let know still thinking caring intense keep calling plus sms im like relationship communication key keeping alive best wishes,love
want say feel though dont play really vital role anyones life exception one friend,joy
get making employees feel valued really economy another k jobs dumped last week alone suspect majority people thinking like rudy thank god still job,joy
often feel disappointed decisions call names,sadness
still feel like butt thank gracious,joy
feel getting triggered emotional eating sick either cold virus plain old stomach flu,sadness
prep another sleepless night help feel ashamed feeling way,sadness
feeling generous amp decided share readers free giveaway thank visiting amp revisiting page,joy
feel super bad miss blogging world miss reading everyones blogs miss documenti,joy
ill feel troubled trivial matters,sadness
feel shaky battering emotions im still standing,fear
feel glad mu tou cause tolerate give massage leg cramp,joy
ive feeling jaded,sadness
feel ok much better stronger weeks ago,joy
feeling pretty optimistic final product,joy
feel like impatient mensa member times,anger
rough day every feel exhausted day matter much sleep get im good week,sadness
could genuinely feel loving toward someone without ever knowing dont act like,love
im looking clouds moving across sky tallest buildings city immediately feel sense calm surround oops,joy
didnt let swim leave feeling defeated,sadness
feel like greedy person liking two people,anger
feel like abused puppy dog,sadness
make laugh loud feel keen sense accomplishment,joy
feel safe say send first v v matter end year,joy
feel distressed supportive campaign senator,fear
raphael says grasping usual eloquence feeling slip fingers spiteful ease,anger
actually china time feel people quite friendly,joy
didnt think angry im typing away feeling words evaporate cyberspace pissed happening,anger
feel totally devastated,sadness
feel fucked happened thursday,anger
stick values feel like broke promise,sadness
take easy even feel well kind stasia saying,joy
feel stressed work escape,sadness
ive found made huge difference especially finger ring skin feels much softer less irritated,anger
feel uptight,fear
feeling pretty homesick weekend,sadness
feel rude saying get back cause shes nice needs prefer work href http www,anger
never kissed guy every time try freak feel disgusted,anger
look back moment writing life feel bit ashamed part wants wrap everything theory series pack story ideas call day,sadness
im feeling melancholy back school stuff today,sadness
never feel triumphant glowy treadmill,joy
im sitting boobs hanging feel uncomfortable,fear
close eyes moment let feel gentle warmth hands overlapping mine guiding,love
feel like im shitty friend,sadness
find crying loosing everything everything really proud feel loyal connection around,love
im sitting belmont library listening hold tight electric light orchestra feeling bit discontent,sadness
feeling weird feel wanna know,fear
write share feelings family events useful products good food exciting trips kitchen endeavors well occasional musings,joy
meant took photos cube magazine school magazine made video materials day aaaand stealing feel like showing well,joy
feel least meant compassionate care world ba,love
im feeling absolutely terrified pain trauma already battered body,fear
feel irritated annoyed today,anger
tried explain feel says supportive goes life status quo,love
feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,joy
feel virtuous seconds reflect spend something went swimming pool working towards personal fitness yes,joy
get feeling tabloids either ignored somehow painted hero comedic genius shed totally happy even women house upset,sadness
feel like thats cop safe people,joy
feel like kind traitor putting naughty list disappointed,love
im feeling optimistic stash reducing abilities month expect really big empties post next time,joy
half feeling irritated wanted get amp f lol,anger
feel pretty pathetic right,sadness
im feeling fab thank much asking,joy
need wise hide things really knew would feel safe would get bored go find adventure somewhere else,joy
im trying standby mother follow heart makes feel like vain sometimes,sadness
feel really overwhelmed mine,fear
knew like feel heartbroken,sadness
feel special fun say lol amvassago cant stop laughing ever read something see beefy amkris toshibalol amits epic word beef cake amvassago nooo,joy
feeling strong sassy went back got aluminum ladder carried house,joy
wasnt exactly sure going feel class gorgeous day helped motivation,joy
mean already parent moment iolani left body tell feel like im constantly fearful something horrible happening thats control,fear
feeling balance troubled something guiding principles consider choose highest priority,sadness
feel really greedy wanting stuff mom asked make list,anger
always prayed hoped universality single faith complete unconditional voluntary feeling brotherhood among mankind host beloved children one heavenly father,love
feel irritated rejected without anyone anything saying anything,anger
mention im feeling cranky,anger
feel strange coming back work one day holiday,fear
work feel invigorated,joy
whine pour heart without feeling awkward,sadness
feeling stressed little lonely earlier feel stressed lonely sick,sadness
feel pencil skirts elegant look best paired simply minimal colours complement chic structured design,joy
feel like alone world days feel like surrounded closed want alone,sadness
hope nathan haley fans droop result feel theyll terribly glad result,joy
succumbed dreaded commuter virus feel altogether little bit rotten,sadness
know pair socks took two months make feel truly truly distracted strings like call,anger
got feel something amazing powerful made feel incredible sense happiness contentment believe existed,joy
feeling calm luckily shocked mind thinking get standby matter outcome result,joy
id fancy feel particularly delicious either,joy
feel like look sweet face remember im supposed love,joy
crying lot feeling kind depressed,sadness
still didnt feel like problems really resolved,joy
feel like going friends wonderfully innocent youthful fun,joy
feel vulnerable need mask go world desire caused need divert attention cover weakness probably making constructive use time trying look pretty,fear
im feeling well front computer theory computer healthy kids,joy
im happy got see smile laugh yesterday something bring joy feel completely drained,sadness
know happened might still feel real feel dangerous plan going anywhere time soon,anger
ive feeling awful lot lately,sadness
feel abused taken advantage,sadness
feels like tortured,fear
feel someone wronged feel wronged get riled action find offensive unsheathe sword good lord better look,anger
feel kind strange,surprise
honestly feel rejected,sadness
tearful feeling unloved even though know,sadness
hate clear voice hate stammer hate feel way humiliated frightened bones want,sadness
hope feeling glamorous today,joy
climbed hill feeling frustrated id pretty much paced entirely wrong course factor never ever hampered made dent day,anger
really feel like though quite delighted brain came amazingly obvious solution asking guy lives half duplex could get dsl line set wireless network,joy
feel vital get leadership thing worked,joy
feel lip curl half smile amused way put,joy
still feel emo bouncy butterflies tummy everythings gonna ok kinda email rather feeling shitty emo,joy
feel like ask ok offer help prop door open something,joy
sort suspected going feel resentful really show best side,anger
feel like rushed relationship,anger
feel overwhelmed think country suffering,fear
uncomfortable feeling actually important lesson learn,joy
feel extremely honoured flattered turning advice matter hope help decision,joy
feel vulnerable yet protective,fear
feel generous love people focused much story want perpetuate dynamic educators going,love
feel like created grumpy state meanness around,anger
part basically feeling sympathetic bit late opinion hachi rushes find nobu trying help nana blowing paper bag,love
feel angry upset customer,anger
getting back results test school,fear
fuck coat really still feel like doesnt know rock swag looks little lame trying whatever though,sadness
feel appreciative rights much freedom exercise freedoms every day voice,joy
walia feels suspicious tarun bani,fear
feeling might offended one dorks sitting censorship cubicle doom,anger
feel near flawless film,joy
realized lived whole life loving ppl hate cause alll changed became veryy tough ppl got used feel tender touch life,love
ive feeling bit paranoid like really noticable im everyone see,fear
still dont feel like finishing typing know legions legions loyal readers clamouring exicting conclusion disney vacation,love
wake hobble computer turn grab phone night stand start checking emails blogs facebook random internet clicking writing posts know nearly noon feel productive three hours earlier,joy
feel loving presence everywhere,love
tuck fear back quiet chamber heart ponder another day feeling less brave,joy
ill admit feel slightly disillusioned,sadness
also feel overwhelmed lists,fear
started feeling job worthwhile,joy
sure meant celebration various shades red feel insulted,anger
asked person approaching issue answer oh specific saying even though feel loved deeply completely accept,love
feel troubled lord honestly know,sadness
feel incredibly isolated lonely,sadness
feeling pretty crappy,sadness
hope feel mellow well fed well slept peace within external world,joy
make vj feel jealous,anger
feel unimportant right like worth time people waste tried happy seem like something wrong come back realization something wrong feel like worthless,sadness
feeling ok lots bruising arms decided remove blood,joy
feel people accepted,joy
feel wronged back,anger
get really sweaty episodes stomach feel really funny like free falling,surprise
feel pleasantly mellow regardless,joy
feel heartbroken loneliness,sadness
used feel guilty large portion time income devoted various craft hobbies eventually realised stress busting cheaper therapy,sadness
watched snow fall accumulate conifer trees shoveling shirt sleeves feeling vigorous,joy
didnt feel cheated deprived,sadness
ill think thought theres much mess daily basis starting feel less like bit charming untidiness like episode hoarders,joy
cant help feel aside like dick hobbs rebecca mcpherson im exactly popular guy school,joy
conveniently uninformed specifics situation left feeling helpless wanting ever get away,fear
feel part family universe rather fearful,fear
feel incredibly nervous,fear
sat living room feeling sun come window cuddling gorgeous puppy cried,joy
feel burdened slightest touch body even still lingers upon skin,sadness
emphasize feeling lost found,sadness
feel like kinda gettin lil bitchy gimme break get rag hours,anger
kinda feel like rebellious libertine know,anger
watched thanksgiving morning feeling doubly blessed god given,love
feeling awful friends left dads,sadness
dont care churchy cheesy sound right truth feel heart im convinced cant make stuff,joy
feel regretful going,sadness
feeling melancholy cloudy rainy lonely easter sunday,sadness
ive feeling intimidated overwhelmed workload semester ive avoiding need,fear
like croissants im feeling naughty eating alone bowl bed lettuce leaves satisfying,love
understand feel bit disturbed unsure point,sadness
feel burdened expectations,sadness
feel pretty doesnt matter un glamorous task,joy
ive heard many times already im already feeling skeptical whatever say,fear
focus sermon think research writing practicing lies ahead feel burdened,sadness
feel like self promotion truly caring greater good,love
ill explain two simple techniques use almost instantly feel relief aching pain,sadness
im feeling little saddened troubled sorry couple friends wish could give big hugs,sadness
feel super exciting sensory bombardment,joy
leave words feeling doubtful naight ever ending,fear
feel useless bachelors masters,sadness
feel infuriated every time christmas season draws near,anger
feel stressed frequently,anger
im sure feel yet seemed kind distracted decided wed give end week prove us,anger
feeling deeply offended big hurt feelings fact,anger
cant even pay attention feel lame watching,sadness
guess im sad feel alone,sadness
im feeling better expected,joy
feel honoured become journalist blog dedicated amazing song contest eurovision,joy
feel ease moments last nights troubled,sadness
feel like popular feel confident,joy
feel disturbed see people break pieces right front love,sadness
felt better thursday today friday felt good enough come work though still feel kind shitty foggy,sadness
need accept treated like princess everyday without feeling dumb situation,sadness
continue cruise along expressway feeling shitty,sadness
trying feel overwhelmed everything trying make small steps,surprise
im low much dreaded lowests feeling zap strain fabulous last week,joy
took shower feel little relaxed pain coming going,joy
say first listen yunhos raps gave wtf feeling listening couple times im determined learn,joy
feel pretty yuck dont really want get anything,joy
survey posts last years feel pleased vague snippets feel little bits capture like someone like dublin st century,joy
mean enjoy feeling pretty make,joy
feel much confident time ive india past,joy
lectures,joy
guess feel dissatisfied lately deleted myspace made facebook deleted within hours,anger
cant talk anyone feel feel like im burden problems dont need dealing mine well,joy
feel agitated right,fear
feel unwelcome,sadness
feel really petty complaining panic attacks,anger
feel frustrated impatient,anger
really good first impression feel one dont really like us wasnt friendly first moved,joy
fully understand frustration many fans feeling target blank href http twitter,sadness
im feeling uncertain,fear
feel like people taking stages life way lightly usually unfortunate announcement divorce,sadness
im sick constantly betrayed feeling stomach feeling matter much someone says care whether friend something dont seem loyalty compassion whats hurt understanding arguments,sadness
often feel dull empty inside like nothing studying machine yeah give breaks,sadness
love way look eyes feel assured,joy
im left feeling quite embarrassed say nothings new,sadness
feel love anyone properly appreciative patrick,joy
many kids many strength would sufficient wife would feel burdened,sadness
feel though cant bear motion quilting even though idea delighted days ago,joy
feel people scared given,fear
know feel beaten dispairing feels like savior far away,sadness
feeling emotionally drained,sadness
always feel jealous,anger
im feeling particularly melancholy talk place peace,sadness
stand looking tower feeling waves nostalgia longing,love
still feel genre disservice stories resolved artifically,joy
feel like people see chinks armor going decide fucked person dismiss hot mess want around anymore,anger
im continually feeling triggered im sure people insensitive im selfish likely latter,joy
im quite sore today physically feeling exhausted burnt,sadness
im pretty sure feeling inside terrified,fear
feel blessed privileged known loved know always child,love
make feel joyful focus positive,joy
know tried new character yet universe feels much lively began hoping true new characters well,joy
feeling curious sense relief lightness never thought possible back sex seemed desirable desires ultimate act self validation,surprise
need constant reminders go lulls feeling submissive whether like,sadness
try explain emotionally empty make feel seems amused impatient like im ever going get,joy
scream cry theres many ppl feel insecure wanted hide sweat lot,fear
almost state panic feel like im trusting people right,joy
feeling like garbage day allergies im glad didnt last minute cancel,joy
im little worried feel protagonist may likeable enough average person based focus group one,joy
think sexy also make feel confident teeny tiny itsy bitsy bottoms seem vogue,joy
able help chai lifeline support encouragement great feeling glad able help,joy
feel like less faithful less worthy less loving less able,love
teared already felt stressed havent telling anyone showing much feel stressed school,sadness
feel bit rude writing elderly gentleman ask gifts feel bit greedy christmas mild greed,anger
also perfect girl friend im always disappointment always feeling doubtful always putting hard time mood swings sudden outburst low emo mood,fear
feel delighted share,joy
still working guilt feeling selfish self preservation without justification must survive bring babies,anger
ive feeling weirdly superior knowledge book roundabouts,joy
capacity great care compassion well ability bite metaphorically speaking feel threatened,fear
feel passionate,joy
started feel resentful whole situation something clicked,anger
feel like bitchy undertone whole convo like kinda sarcastic,anger
never feel accepted,joy
im feeling adventurous get philips better lemon chicken,joy
feel ashamed two bags look like theyve erupted exploded natural disastered hosts spotless stylish living room,sadness
wake feeling triumphant,joy
feel blessed honoured sharing knowledge two absolute favourite topics life,love
feeling pissed,anger
ran feel glad look probably would freaked happened little later race,joy
feel charmed see harder plan adherence appear accomplishment august attempt olympic medal,joy
feel bad talk oversharing much people think diary life,sadness
feel rich people never understand cruelty money,joy
dont think misinterpreted helped feel assured sort work continued,joy
im feeling little bit embarrassed serious lapse blogging ive extremely busy past months trying finish new work time toronto outdoor show well number exhibitions,sadness
im honest say part feels tortured though part system function life one allows order manipulate people way lined positioned serve prupose need,fear
still post feel neglectful dont anything site least every awhile b,sadness
basically feeling bit grumpy time coz hungry,anger
asthma barely breathe hard feel shaky weak feel like anything lie helplessly feel like collapesing much reseach got nothing,fear
dont hallucinate instead slowly continue along little path feel needlessly violent overly happy,anger
feel pretty pathetic intercessor,sadness
feel unloved without next im,sadness
feeling miserable c also proudest mum earth,sadness
think since im compelled act meek asian front kind feel tad inhibited extent cant even,fear
cant help feeling insecure,fear
cannot remember mix heard first remembering making feeling irritable,anger
feel someone trying pry hands something precious,joy
feel fearful dont know going happen next course recovering,fear
kiyoshi sharing feelings memories delicate personal time lives,love
ill admit feeling little paranoid wondering many others defriended,fear
feel like idiotic herd mentality mindless follower walking street large group people,sadness
feel going get messy get fixed back road,sadness
taking pictures house feel far messy post photos online ill clean bit post,sadness
fact feel strange,surprise
feel amazed say dreamed,surprise
professional historian means may feel left important things took context,joy
im feeling absolutely terrified pain trauma already battered body,fear
private person although going anything personal feeling anxious writing,fear
feeling extremely pleased decide give guy another rupees,joy
feel content weather,joy
hate say felt tinge feeling last week watched beloved red sox fall tampa bay devil rays,joy
feel time always mind got time time know divine yes know divine began mount sinai,joy
feeling amazing disappointed lab work december came back way previous year overall good enough protein diet,surprise
love loving people get opportunity really show feel going matter stupid sounds,sadness
feel strange sitting blogging away amp study,fear
bought eggs feeling adventurous also got whole chicken oxtail,joy
feel though past two months strange waking hour upon even stranger dream everything years wisconsin,fear
feel take mg seroquel either restless leg syndrome keeps awake night,fear
write feeling low,sadness
feel wronged back,anger
went home day feeling discouraged ground make heart set fulfilling destiny,sadness
feel intelligent people ones pay attention world around think issue pass judgment make decision stand,joy
eternal hope says arrive bridge finds likes feel fond smile face much hide,love
feel strong good overall,joy
love loving people get opportunity really show feel going matter stupid sounds,sadness
feel like im going way successful writer,joy
also know certain days im feeling crappy didnt bring enough cigarettes,sadness
feel restless weekend heading way,fear
allow loosen bit feel stressed restricted,sadness
feel blessed found wonderful friend,joy
want u know u make feel unimportant ignored jealous middle school level adjectives,sadness
sure know come feeling little tender,love
feel hesitant unsure doubtful,fear
feel need protect parents witch hunt repressed memory therapy,sadness
feel stressed,anger
feel like wimpy canoe floating towards rising tsunami,fear
doesnt matter starting feel assured made peace lied past,joy
feel like didnt need grasp onto something comfortable capable trying something new,joy
feel fine adds bright smile,joy
feeling rather homesick today decided make list typical city sight might come use decide visit switzerlands largest city,sadness
get lots praises feel proud sometimes,joy
dance feel joy generous become live present let trauma hook less important past becomes,joy
feel cute like,joy
feel kind heartless,anger
feeling little adventurous ordered seafood paella lemonade drink arrived kicked ordered glass sangria,joy
pull feel resentful edgy,anger
hated hurt feelings hated dating somebody love hated pretended lied friend really treassured,anger
feel trusting anybody,joy
feel somewhat remorseful wont around move weekend think better study doesnt seem like good thing always back come home oakland everyone,sadness
often feel like jaded older sister around,sadness
already feeling kind frantic upset im spending another year god forsaken school,fear
begin feel complacent life,joy
feel like ass saying since sweet sister gone quite possibly worst year life time,joy
make piece feel unsuccessful ill dismantle recreate feel like works,sadness
feeling doubtful sad relationship man,fear
sure feel alec hes either innocent like says hes damn good liar,joy
im feeling pissed picking toys,anger
think back jesus many miracles feels like takes case individually heals way loving helpful,love
feel impatience rate loss impressed time,surprise
feeling brave lucky kind like heart breaking im falling love time,joy
feeling valued supported great,joy
feel indulging times help started talking approach friend zone friendly want date approach,joy
feeling particularly beaten istanbul homesickish passed burger king door opened smell hit full face suddenly snowpea white nissan stanza drive thru burger king rt,sadness
didnt feel real emotional connection much character driven story,sadness
feel useful valued fundamental,joy
also feel conversation could dovetail quite easily another images objects ugly serve purpose ironic,sadness
decided put closure irritant avoid altogether make presence feel equally unwelcome,sadness
feel anything contribute conversation books writing boring shallow bunk,sadness
go saying anything feeling petty seems load gettin heavy,anger
feeling insatiably curious want read learn digital media social marketing,surprise
feel uncertain motives feel inbalance committment process counselling reconciliation,fear
packed time around feeling apprehensive challenging season happy decompress days dads coming home,fear
im feeling oddly festive already,joy
feel joy pride nothing admired foul achievement,love
noticed times tired drama tired feeling either physically mentally emotionally spiritually exhausted hope feel normal self,sadness
feel lucky nice able buy lovely resources little ones care,joy
im feeling generous get older,joy
want feel much pain suffering last years,sadness
get added bonus feeling superior healthy everything weve hearing lately href http apps,joy
collar complete padlock back wear im feeling submissive,sadness
im feeling gently hesitant posting photos time race slapped copy every picture,fear
come back programme three girls staying another girls placce one started passing nasty outright bitchy remarks brought male colleagues compliments,anger
appreciate mix modern hard rock classic heavy metal faithsedge new album answer insanity also feel album lack strong melodies,joy
feel disturbed sad,sadness
ive feeling like im shaky quilting waters started questioning work,fear
feel uptight know hate constantly trying catch glimpses tv window listen,fear
hooked girl kitwe beautiful standards,joy
know lloyd well lives street asked im wondering would feeling accepted,love
starting feel like worthless person,sadness
hoping still feeling playful days,joy
feel graceful almost mythical,joy
manage two short runs walk today im back feeling shy awful,fear
go bed feeling triumphant,joy
feel like maybe going stop loving maybe true im terrible wife,love
would like pick point made feeling isolated,sadness
crossed line targeting developer game hurting feelings need hurt,sadness
scene film one man repressed another one concidence,anger
feel threatened talking,fear
feel like learning job transition ordeal precious someone asks cares going,joy
left feeling thoroughly invigorated ready face new year craft challenges big kudos wonderful organizers hello craft truly awesome summit,joy
feel tortured sense wrong,fear
feel like alcoholism something widely accepted norm gay culture,joy
find consolation beauty small things sometimes enough feel stupid trying,sadness
im simply feeling little unhappy whole skinnyg even charming customer provider hasnt made go away,sadness
want feel intelligent sexy cute funny,joy
feel tender compassion glancing huge heavy rucksack,love
stack pillows side bed feels less empty really nice real person back bed,sadness
feel tranquil eloquent charm praise array delights thought legard loved,joy
bring feel satisfied song selection,joy
feel dangerous games activities,anger
want every woman feel kind love god sheri shares letters king positive,joy
feel strongly passionate hearing made heart sink,joy
im afraid already feel slightly place cru say friend bothered reach ask things going australia,anger
feeling unhappy work joined carping,sadness
feel horny feel horny anyone wanna see,love
feel words petty telling actions going speak louder words ever able,anger
kind feel like investing internet dummies type book im really bothered status internet pariah,anger
feel like barely know time isnt generous love,love
im feeling romantic thought id show easy last minute presents fashion ideas valentines day,love
know hes upset ryan liked met even thought feelings sincere,joy
feel like supporting,joy
feel oh heart broke,sadness
feel talk like disadvantaged child waiting half face come back,sadness
want anyone feel inhibited bodies typical ballet bodies,fear
im standing near maxs crib watching whole thing feeling terrified,fear
feel pressured move items wedding checklists,fear
feeling bit like internet replacing valuable face face interpersonal relations viewed positive internet cyber relations today ive restored internet awesome honestly dont think could live without mindset,joy
know feel disheartened league many draws mark tightly contested competitive organization important results,sadness
waited hold precious boy arms get feel sweet skin mine birth could rub soft hair look beautiful eyes god plan,joy
baby feel crappy husband seem want sex often,sadness
im feeling adventurous today getting excited upcoming vacation thought dress mood,joy
dont think thats ill feel really awkward,sadness
feel guilty saying something really wanted,sadness
realized passionate helping women feel accepted appreciated,joy
feeling grumpy women problems grumpy five year old want get way kind grumpy think difference,anger
admit feeling bit intimidated challenge,fear
feel supportive also cant help feel jealous,love
im feeling bit wanderlust since im go away holiday days beloved g,love
try adjust overdoing feeling kind useless frustrated physical limitations,sadness
im feeling little disillusioned vision therapy lately,sadness
feeling determined didnt take long start nomming naughty stuff,joy
feeling restless irritable discontent,fear
woke yesterday monday morning feeling little depressed,sadness
im feeling bit listless weekend hell good points also im glad time wind,sadness
know supposed come across funny help feel sorry poor guy,sadness
feel curious bewildered,surprise
say giving sweet little feeling fucked,anger
remember feeling special getting mail camp mother family cant imagine would feel like get letter curious pen pal another country,joy
feeling could unpleasant experience working,sadness
feel less agitated bit sad sometimes,anger
feel still really low abdomen,sadness
feel precious little pressure fill content giving answers regurgitate,joy
feel little loyal toward father used work mine retired,love
feel amazed ive views past week,surprise
felt like losing control body hard feel calm positive irrational thought,joy
saw pair walk gates couldnt help months suppressed feelings homesick came seconds anyways,sadness
think still arrive makes stress makes feel unhappy,sadness
ive used elvive years admit feeling bit naughty strayed sls free formula,love
ive feeling super run morning debated whether leave usual closed business type illness post,joy
ive started feeling like almost nothing worth getting agitated,fear
told would make arms go numb didnt feel anything numb pricked arm called baby iv,sadness
feel like throughout life point time say ive fucked quite people,anger
know feel talk like ppl ladder vain amp shallow amp bla bla bla,sadness
im updating blog feel shitty,sadness
feel like horrible rotten person thinking isolating thing woman go days tough option,sadness
feel like tortured government secrets know anything,anger
still feel devastated disconsolate,sadness
feel remembrance strange justin aryiku falls latter category,surprise
threw open windows minutes freezing shut sat back enjoyed feeling tranquility comes minutes precious minutes everything spotlessly order,joy
start feeling crappy toss bam singing dancing shimmy ing shoulders like whitney,sadness
still get days seem get kicks others feel reassured everything ok feel,joy
hate shopping feel rushed hoards people,anger
feel honored humbled turn events,joy
feel leader admired selfish,love
feel like explorer life radiant woman photography href http lightsync,joy
left feeling little delicate thoughtful,love
feel sure headed north,joy
hope make time play along feeling sketch popular one,joy
feel uncertain next step take,fear
feel inside cause life like game sometimes came around walls disappeared nothing surround keep fears im unprotected see ive opened oh youve made trust cause ive never felt like im naked around show,sadness
feel much make positive impact world live,joy
usually tell feeling frustrated whatever reason ask help fix,anger
im feeling sociable date monday someone wrote,joy
