ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²)
35674461fe,lol great movie,positive,noon,21-30,Kenya,53771296.0,569140.0,94.0
04b1eb29be, love background might copy,positive,night,31-45,Algeria,43851044.0,2381740.0,18.0
328989989e,coming end first shift  local,neutral,morning,0-20,South Korea,51269185.0,97230.0,527.0
27829f7178,wish friends could spend night,negative,noon,21-30,Lebanon,6825445.0,10230.0,667.0
ded3f20d74,dude sorry never got number fail remembered,negative,night,31-45,India,1380004385.0,2973190.0,464.0
2f17e1827b,getting work day hope everyone wonderful mothers day tomorrow hope enjoy ur cheesecakes too,positive,morning,46-60,Philippines,109581078.0,298170.0,368.0
0d709a4c51,hay wats ur aim chat,neutral,morning,0-20,Singapore,5850342.0,700.0,8358.0
c07b4baa13,_ good morning one more day yay twittertakeover,positive,noon,21-30,Venezuela,28435940.0,882050.0,32.0
60e5c2c335,chillin bored drinking margarita txt,negative,noon,60-70,Malaysia,32365999.0,328550.0,99.0
a3ff2fa162,im bit bens thaied,neutral,noon,21-30,Moldova,4033963.0,32850.0,123.0
74e9f8da6b,think hire one tranlsators one ever understands me,negative,night,70-100,Croatia,4105267.0,55960.0,73.0
683bb73c09,that came mind said it adapted familys vocabulary,neutral,night,70-100,United Kingdom,67886011.0,241930.0,281.0
f977627ef9,first night sleeping new home,neutral,noon,60-70,Estonia,1326535.0,42390.0,31.0
2325252574,feel like truck hit too also resemble man hit truck,negative,noon,21-30,Poland,37846611.0,306000.0,124.0
6a6647f9ff,ouch headache ridiculously good mood,neutral,night,70-100,Finland,5540720.0,304000.0,18.0
6540cd7229,i think know this hes going break you tell you im sorry know love him,negative,morning,46-60,Sao Tome and Principe,219159.0,960.0,228.0
647b60358b,yep stmas treats,neutral,noon,60-70,Tanzania,59734218.0,885800.0,67.0
5a97187c73,working framework web based sl application product registration server login site security  comms done,neutral,night,70-100,Liechtenstein,38128.0,160.0,238.0
51051cb758,lunch breaks over going back work,neutral,noon,60-70,Venezuela,28435940.0,882050.0,32.0
9fbf0d59cc,lafff rain,neutral,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
094681e31c,_carter hey brian littrell there doesnt really like kinda pages rigth kisses loev guys,positive,noon,21-30,Slovakia,5459642.0,48088.0,114.0
857866a830,dakota first bath since spayed heaven,positive,night,70-100,Niger,24206644.0,1266700.0,19.0
14a7689905,happy mothers day ,positive,night,70-100,Vietnam,97338579.0,310070.0,314.0
16b0e0e6bb,year cant catch it ny till oct  ,neutral,noon,21-30,Holy See,801.0,0.0,2003.0
8e5e2cc4ca,god peppermint mochas frappachinos amazing addicting,positive,morning,0-20,Solomon Islands,686884.0,28000.0,25.0
12b846508c,kno,negative,noon,21-30,Sudan,43849260.0,1765048.0,25.0
e96b7ece65,failed second year med school know say,negative,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0
872bbb7940,mean people suck,negative,morning,46-60,Eritrea,3546421.0,101000.0,35.0
0b5d29b8e4,cloudy damp too hope doesnt rain tonites track meet id hate interviews rain,positive,noon,21-30,Denmark,5792202.0,42430.0,137.0
db7dfbc482,feeling sick stomach today,negative,noon,21-30,Slovakia,5459642.0,48088.0,114.0
7535337013,got thru watchin bones topping house reruns,neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0
523a6d7be3,outta here see guys later or tomorrow happy moms day again,positive,night,70-100,Djibouti,988000.0,23180.0,43.0
64ddf74657,digiqom welcomed new team members company today,positive,noon,21-30,North Korea,25778816.0,120410.0,214.0
5cca1a274b,terrible day six now,negative,night,31-45,Lesotho,2142249.0,30360.0,71.0
f703ac6fba,leave calcuttadelhilucknow tomorrow days absence,neutral,noon,60-70,Guinea-Bissau,1968001.0,28120.0,70.0
a44c82eddd,peep remix the wu dynasty remix tape delayed give u idea,negative,night,70-100,Monaco,39242.0,1.0,26337.0
c102f9b347,get well soon,positive,morning,46-60,Guinea,13132795.0,246000.0,53.0
ab0c9b04d6,day good spent day catching sleep relaxing kind lazy day hehe oooo shopping resist,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0
e0178922a5,airport waiting,neutral,night,70-100,Peru,32971854.0,1280000.0,26.0
d352c8ec75,jst wednesday,neutral,morning,0-20,Palau,18094.0,460.0,39.0
1f633af295,maatt havent spoken ages dudeee dont forget bout ur aussie fan  lool love ya ,positive,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0
50453d2d15,oh poor thing sorry babe,negative,night,31-45,Spain,46754778.0,498800.0,94.0
1484dd2416,yum  mothers day lunch food business burnside delicious gorgeous day,positive,morning,46-60,Rwanda,12952218.0,24670.0,525.0
f69a80cc7e,missing mother t days happy mothers day,positive,night,70-100,Russia,145934462.0,16376870.0,9.0
773b551e0c,way see diplo girl kathryn smartbar,neutral,morning,0-20,Mauritania,4649658.0,1030700.0,5.0
7fd2429a1c,wishes happy mothers day mothers,positive,morning,0-20,Trinidad and Tobago,1399488.0,5130.0,273.0
12ea4eb1d6,happy mothers day,positive,morning,46-60,Philippines,109581078.0,298170.0,368.0
405f700027,worst dream ever lakers losing   zip  courney cox mohawk wtf,negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0
e409c6bca9,shower head broke shower shot straight  headmay get welt later,negative,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0
b67e7e9504,train now forgot charger means whoshere today till get home haha id still tweet u guys ,neutral,morning,46-60,Singapore,5850342.0,700.0,8358.0
878c210da3,admitting like action plots like romance plots always makes feel like im setting back feminist cause,neutral,noon,60-70,Botswana,2351627.0,566730.0,4.0
aca0127b54,i yay moment today yay hope too,positive,night,70-100,Canada,37742154.0,9093510.0,4.0
de78baa02c,finally watched hes arizzard justin long sexy he told ya,neutral,night,70-100,Honduras,9904607.0,111890.0,89.0
b409e780c7,im it probably next week though,neutral,noon,60-70,Togo,8278724.0,54390.0,152.0
2f42dff0dd,school bit glad jake got day,positive,night,31-45,Burkina Faso,20903273.0,273600.0,76.0
be6c6fa1b5,came back karaoke  eating dinner emily sooooo much fun,positive,morning,46-60,Argentina,45195774.0,2736690.0,17.0
c91053e95c,john lennon poster inner fan girl dancing joy,positive,noon,60-70,Samoa,198414.0,2830.0,70.0
781d900e89,betos pizzeria banksville rd believe beachview area sorry answer like  years later,negative,night,70-100,Russia,145934462.0,16376870.0,9.0
7a11c3cdd5,whole earth festival,neutral,night,70-100,Djibouti,988000.0,23180.0,43.0
90fffbe4ef,skimchamp taxi service best land,positive,morning,0-20,Ukraine,43733762.0,579320.0,75.0
a4e1ceae8d,dude awesome,positive,morning,0-20,Mauritania,4649658.0,1030700.0,5.0
fbb1d6942e,im still pjs haveto get dressed cuz im going see dancing ice live,neutral,night,70-100,Peru,32971854.0,1280000.0,26.0
cfb07ef6b9,nice assignments night,positive,noon,60-70,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
7349cb7ad5,im stuck boo jeeeez shoot,negative,noon,60-70,Saint Kitts and Nevis,53199.0,260.0,205.0
1253ac443f,always,neutral,night,31-45,Pakistan,220892340.0,770880.0,287.0
1405a7529a,feel headache growing,negative,noon,60-70,Israel,8655535.0,21640.0,400.0
01427ed7f0,mad tired hols miss chomp chomp terribly,negative,noon,60-70,Fiji,896445.0,18270.0,49.0
fc06b42135,im looking forward joy f hoping another disaterous race ferrari button gets another well deserved win,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0
0336be9ba1,_kiss cant find youtube concert versionshelp,neutral,noon,21-30,Slovakia,5459642.0,48088.0,114.0
e1918ff11d,really ill well  weeks ive got bad viral infection,negative,night,31-45,Jordan,10203134.0,88780.0,115.0
7fa3a64152,got reconnect dear friends tonight lucky many great people life blessed,positive,night,31-45,Guyana,786552.0,196850.0,4.0
8cc91d8ae7,sure make,neutral,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0
5e13a993c5,lol read like book,neutral,morning,46-60,Guinea,13132795.0,246000.0,53.0
67d8d0df42,arrived office preparing busy day listening debussy songs always makes feel better,positive,night,31-45,Czechia (Czech Republic),10708981.0,77240.0,139.0
2319814485,hes zuljin i think thats spell it doubt theyll ever meet,neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0
35ee036565, years  left dell okc last time geeky girl am waited cry got car love all,positive,morning,0-20,Ukraine,43733762.0,579320.0,75.0
a543a92656,stomach killing cant sleep,negative,night,31-45,Honduras,9904607.0,111890.0,89.0
c6b6e97053,great curlupinaballandread later wish book,positive,night,31-45,Ghana,31072940.0,227540.0,137.0
605cb06fc8,sign twitter,neutral,night,70-100,Antigua and Barbuda,97929.0,440.0,223.0
5f5bcf5f32,stop believing remix sure not sacrilege  ,negative,morning,46-60,Malawi,19129952.0,94280.0,203.0
db63f19e59,yaaay u cleaning ur room said hi u day  u didnt write back,negative,noon,60-70,Libya,6871292.0,1759540.0,4.0
4b49d1ebfc,unc budget cuts may rise  ,neutral,noon,60-70,El Salvador,6486205.0,20720.0,313.0
1d06a9cc02,oh yes cavs win game onto game still danger win one either shot championship,neutral,night,70-100,Canada,37742154.0,9093510.0,4.0
a70e0f6bac,home sweet home think no huaaaa,negative,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0
1eba394ab7,expecto patronum  nothing happens,neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0
b34a3fd669,cookies good,positive,night,31-45,Barbados,287375.0,430.0,668.0
fc745845b8,better work work  minutes lunch work work work actually might be work hard,neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0
09162e0abc,ahh  well hoping could learn stuff way  work separate things also,positive,morning,46-60,Austria,9006398.0,82400.0,109.0
a618df4c69,hahah thanks tradewinds odyssey bump,positive,night,31-45,Burkina Faso,20903273.0,273600.0,76.0
a989ada633,finished whole box ice cream,neutral,noon,60-70,Oman,5106626.0,309500.0,16.0
103ea43074,yeah agree does btw check linuxoutlaws ,neutral,morning,0-20,Central African Republic,4829767.0,622980.0,8.0
b76f432889,travesty no and people said theyd think involving joss whedon,neutral,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0
b35daf9677,okay weather cute sundress friendly dont get could warm one minute cold next freezing,neutral,night,70-100,Peru,32971854.0,1280000.0,26.0
a25d4ade87,class trying listen really like twitter facebook  myspace oh yeaaah  im hungry,positive,morning,46-60,Andorra,77265.0,470.0,164.0
9ad0de9a21,adobe effects ms sql servernice would nicer sleep,positive,morning,46-60,Nauru,10824.0,20.0,541.0
d5e0dc7ba7,going work could use happy pills,positive,noon,60-70,Fiji,896445.0,18270.0,49.0
22c06dbbd7,yay ill shall take picture get tattoo arm,neutral,morning,46-60,New Zealand,4822233.0,263310.0,18.0
8a1c165380,dont believe eyes say browser omg omg omg,negative,morning,46-60,Greece,10423054.0,128900.0,81.0
7e3c091fc2,going shower want smell school tomorrow,neutral,morning,46-60,France,65273511.0,547557.0,119.0
cb349ee334,,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0
2e4518a318,saw game huge cavs fan lol pay refs yaos  rest playoffs la cruising wcf,neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0
238af9964e,cold,neutral,noon,60-70,El Salvador,6486205.0,20720.0,313.0
6e805ea65a,rip officer edwards may god continue bless family whats wit cops killing cops seen thing happen the wire,neutral,morning,0-20,Mali,20250833.0,1220190.0,17.0
f29f83bf06,thats problem dns working utorrent destroytwitter working everything else down,negative,night,31-45,Uganda,45741007.0,199810.0,229.0
787537b7ee,still hangover,neutral,night,70-100,Russia,145934462.0,16376870.0,9.0
78e07d2075,girl know beauty price,neutral,night,31-45,Algeria,43851044.0,2381740.0,18.0
419862456e,hate feeling like need break away everyone soon exams im defo portsmouth bit,negative,noon,60-70,El Salvador,6486205.0,20720.0,313.0
13b663e38d,crossfit running todayagitated right leg,negative,night,31-45,San Marino,33931.0,60.0,566.0
b842b3a38f,ok seems need remember account im posting as last tweet _fc tweet,neutral,night,31-45,Tonga,105695.0,720.0,147.0
55bc437a33,got im another coworker got laid off lots people becoming unemployed,negative,morning,0-20,Qatar,2881053.0,11610.0,248.0
16be528f5c, lala little girl love new songs iÃ£Ã¢Ã¢Â½ve answered u  love freaky twitter guys d,positive,night,31-45,India,1380004385.0,2973190.0,464.0
f18b75e863,hate,negative,noon,21-30,Nepal,29136808.0,143350.0,203.0
56ac24fe7a,thrilled marathon sunday assigned street less ,negative,noon,21-30,El Salvador,6486205.0,20720.0,313.0
9c202174a3,lots tasks complete today first wecloming new members canadamigos social networking site scom coffee,positive,morning,0-20,Georgia,3989167.0,69490.0,57.0
88a120f336,happy mothers day mom love you,positive,morning,46-60,Eritrea,3546421.0,101000.0,35.0
c11218f176,thats prob work home beds calling no screaming name really strong coffee instead,neutral,night,70-100,Burkina Faso,20903273.0,273600.0,76.0
4c2003055a,gooood morning,positive,noon,21-30,Denmark,5792202.0,42430.0,137.0
fc0291bc62,free ice cream though,negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0
a4107cd765,im getting treatments gonna hang pool hot tubs,negative,noon,60-70,Malaysia,32365999.0,328550.0,99.0
82d99a5bec,painting,neutral,night,70-100,Italy,60461826.0,294140.0,206.0
22e66a73af,oh me still got around starting,neutral,noon,60-70,Malta,441543.0,320.0,1380.0
c399097cad,night night twits im glad waking saturday work printer broke though,neutral,night,31-45,Panama,4314767.0,74340.0,58.0
fc615ed7d8,two going visit someone,neutral,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0
09fea0f3a7,happy vstudio shortcuts backkk,positive,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0
c3892f8e77,sadd last night fl going back ar tomorrow,negative,noon,21-30,Luxembourg,625978.0,2590.0,242.0
fac9090806,trying draw mangaanime new website  bad idea ,negative,morning,46-60,Serbia,8737371.0,87460.0,100.0
4d5bbfeddc,lol toowerdphubbys fave driver martin happy me,positive,morning,46-60,Micronesia,115023.0,700.0,164.0
cf75c1fb9b,feeling sad dont goodbyez,negative,noon,60-70,Moldova,4033963.0,32850.0,123.0
1fbce7ad49,baitersss hope tonight fun,positive,noon,21-30,Botswana,2351627.0,566730.0,4.0
fdf80accf3,knee hurting bad im limpingso get suffer work together,negative,morning,46-60,Mozambique,31255435.0,786380.0,40.0
0468e5c4d2,girsl night  way foam party sleep tonight ,neutral,noon,60-70,Luxembourg,625978.0,2590.0,242.0
971622e1e9,dinner family watching wild child car,neutral,noon,60-70,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
6f6b52c9d8,aw zach feeling well hope gets better babysitting canceled,neutral,night,31-45,Burkina Faso,20903273.0,273600.0,76.0
acacfffed2,played okami  hours today,neutral,noon,21-30,South Sudan,11193725.0,610952.0,18.0
a0439fdbc0,ill miss yall back give regards,negative,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
471cc33194,miss you stupid work,negative,noon,60-70,Estonia,1326535.0,42390.0,31.0
3792c7b13e,missed bring back keychain,negative,morning,0-20,New Zealand,4822233.0,263310.0,18.0
b2d3b8a96f,ive finished th year argh uni going soooooo quick,neutral,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0
6bda8dca4d,bird living me find ways kill  things beside exterminator vegas sucks,negative,night,70-100,Jordan,10203134.0,88780.0,115.0
bfc1e0a94a,saddest songs ive ever heard,negative,morning,46-60,Solomon Islands,686884.0,28000.0,25.0
73aa4cbfbd,joke you long tweet,neutral,night,70-100,Bahamas,393244.0,10010.0,39.0
724efd0fa8,nope  playing one think im going wait next iphone,neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0
5ed54c5464,guess wasnt meant be,neutral,noon,21-30,Montenegro,628066.0,13450.0,47.0
44dd2e6f8d,gonna iphone full,neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0
24ccb4e936,woah  really good rain earlier rather nice,positive,night,70-100,Laos,7275560.0,230800.0,32.0
9dec21d822,hahah hear mvp chants atlantas arena least get right there unlike staples,neutral,morning,0-20,Belarus,9449323.0,202910.0,47.0
7d73cedc31,happy mothers day moms there finished lunch relatives wuv mommy granny hahaha,positive,noon,21-30,Iceland,341243.0,100250.0,3.0
afd3bd569b,rofl love trina,positive,night,70-100,Mexico,128932753.0,1943950.0,66.0
51e7f13c14,wow  thats one deep sleep wish could sleep like one little noise im awake,positive,noon,21-30,Armenia,2963243.0,28470.0,104.0
6bebb81892,going relax chill tonight  back work tomorrow week  least fun time girlfriend ,positive,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0
9ccfba38b5,ozzy following yet,neutral,noon,60-70,Cameroon,26545863.0,472710.0,56.0
1d650bb586,waiting loooong time,neutral,night,31-45,Guatemala,17915568.0,107160.0,167.0
12c60311f1, reals wtf,negative,morning,0-20,Kuwait,4270571.0,17820.0,240.0
cfe28ba2ed,wife took last Ã£Ã¢Ã¢Â½ mcdonalds breakfast today,neutral,morning,0-20,Central African Republic,4829767.0,622980.0,8.0
432bf6003e,shot calmin down,neutral,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
7be5f7d3df,ew tongue kiss,neutral,noon,60-70,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
0753c3e0f7,looks like couple hours software updates install brandnew machine feels like windows,neutral,night,70-100,Liechtenstein,38128.0,160.0,238.0
22e968402f,yessir  right,positive,morning,46-60,Central African Republic,4829767.0,622980.0,8.0
8e4c70c9fe,ha ha  much thanks starting follow me,positive,night,70-100,Kiribati,119449.0,810.0,147.0
41ff3299a3,wish could work like you dude,positive,noon,60-70,Mauritius,1271768.0,2030.0,626.0
a0414ae0e5,hearing surprising news bestfriendwhere sis  tell whole story,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0
3737e67016,braid free miss thee  blond come,neutral,noon,21-30,Mauritius,1271768.0,2030.0,626.0
d27cd1e6ff,thnkn bout yesterdaybest day ever day virtus vs treviso da futurshowhard gamegotta win forza ragazzi,neutral,morning,46-60,Rwanda,12952218.0,24670.0,525.0
7aa5241d51,girls confusing,neutral,morning,0-20,France,65273511.0,547557.0,119.0
7281282830,_coza yep live learn,neutral,night,31-45,Uzbekistan,33469203.0,425400.0,79.0
b7da4ae7b8,iphone soon theyre adding autofill logins type everytime,neutral,night,31-45,Ecuador,17643054.0,248360.0,71.0
d3ccc37b2f,whats wrong debbie,negative,night,31-45,Saint Lucia,183627.0,610.0,301.0
760c4e9790,either inerne  mind im pretty sure internet,negative,morning,46-60,Serbia,8737371.0,87460.0,100.0
5c0e819f2b,think itll like casual attendance instead review might another issue felix then thanks,neutral,night,31-45,Djibouti,988000.0,23180.0,43.0
e5d88bca69,jia ,neutral,night,70-100,South Africa,59308690.0,1213090.0,49.0
4c45541bc8,hey thanks follow wow exciting new tweet,positive,morning,46-60,Andorra,77265.0,470.0,164.0
af9a810c77,bored decided iron baju sklh thn realized hate tht iron sleeve hahaha im schl,neutral,night,70-100,Honduras,9904607.0,111890.0,89.0
253be802ae,lol ur tweet sound like ur voice yelling lol,neutral,night,70-100,Comoros,869601.0,1861.0,467.0
ca75f7e584,fingers crossed neighbor sign ups package today otherwise may byebye pretty skirts,neutral,noon,21-30,Uruguay,3473730.0,175020.0,20.0
432e6de6c9,morning twitfriends welcome new followers,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0
5380d2b0e5,back work tomorrow whose idea go back saturday oh wait would mine fail,negative,morning,0-20,France,65273511.0,547557.0,119.0
f014e4ca6e,need look apartments tomorrow,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0
de3c4f3168,aint blanco eitheryo  puerto rican mamiyo show muy amor yi tubut yo se,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0
4540286356,gotta work lonely weekend ahead,negative,noon,21-30,South Sudan,11193725.0,610952.0,18.0
eceafa1060,thanks love,positive,night,70-100,Australia,25499884.0,7682300.0,3.0
ac75f9e59f,eating lunch school,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0
b00c0df7e2,heading xs nadia yeee,positive,noon,21-30,Malaysia,32365999.0,328550.0,99.0
fcdf7115ee,_von_abe idea white weird bad,neutral,noon,21-30,Sudan,43849260.0,1765048.0,25.0
e74d67a818,hey esmee u doing,neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0
b3bda14ee3,know shame think theyve got good chance  hope coz different  great ,neutral,night,31-45,Bahamas,393244.0,10010.0,39.0
001617fca4,oh god cried much watch guys bgt ,neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0
ab42cedf7a,feels disappointedmahirap talaga magsupervise ng tao ,negative,night,70-100,Bahamas,393244.0,10010.0,39.0
1137d77ecc,got message twitter freak,neutral,night,70-100,Gambia,2416668.0,10120.0,239.0
cf7af90416,seriously increasingly good nights stoked life happier goodnight,positive,morning,46-60,Guinea,13132795.0,246000.0,53.0
b854daaaf8,think steph enjoy first mothers day tomorrow,positive,morning,0-20,Yemen,29825964.0,527970.0,56.0
702a165724,habitat twitteractive neat,positive,night,70-100,Ecuador,17643054.0,248360.0,71.0
37d5e46887,love flock ubuntu,positive,noon,21-30,Montenegro,628066.0,13450.0,47.0
bd1fc290f6,nit cant go,negative,morning,46-60,Sweden,10099265.0,410340.0,25.0
b72c084326,found ride,neutral,night,31-45,Thailand,69799978.0,510890.0,137.0
32eb024489,bad mood dont feel good bad one cares,negative,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0
b847eb1075,haha dork  sounds yummy  share,positive,night,70-100,Portugal,10196709.0,91590.0,111.0
0c49fad958,wish va,positive,morning,46-60,United States of America,331002651.0,9147420.0,36.0
212b7233bd,bif come far enough south,neutral,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0
4b2cd342bd,aww thats sweet glad home now happy mothers day,positive,night,31-45,Tonga,105695.0,720.0,147.0
7a73386700,well least good taste artcabinet apptsnot much,positive,noon,60-70,Romania,19237691.0,230170.0,84.0
0c797b1afc,looking forward dress shopping tomorrow afraid theres way ill able get want,negative,morning,0-20,Micronesia,115023.0,700.0,164.0
592b350f6f,steady pt ii,neutral,noon,60-70,Lebanon,6825445.0,10230.0,667.0
b955aca87c,heading glasgow rehearsal upcoming show,neutral,night,70-100,Lesotho,2142249.0,30360.0,71.0
e99514a382,omds holly steel bless her x,positive,noon,21-30,Mauritius,1271768.0,2030.0,626.0
972c0874b2,oh matey get ill would bit mean suzi calling chicken scabs not,negative,night,70-100,Namibia,2540905.0,823000.0,3.0
c4bafcf818,indeed nice week,positive,morning,46-60,Lithuania,2722289.0,62700.0,43.0
54f14720f2,cant feel weekend fever anymore everyday day,negative,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0
6f57697455,taking sad whole new level,negative,noon,21-30,Switzerland,8654622.0,39500.0,219.0
9f42242938,thankyou sugaaar btw ill leave town  really hope could see next time ya ra skrg sempit bgt sih waktunya ya,positive,morning,0-20,Yemen,29825964.0,527970.0,56.0
f4df0a8b35,thinks friends lifes go around boyfriends time us girls,negative,noon,21-30,Armenia,2963243.0,28470.0,104.0
ce6ba16d69, elora danan breaking im missing last nsw show def need hit melbs  someone come ,negative,night,31-45,Ghana,31072940.0,227540.0,137.0
16ea475e28,_ done wow blogging eh huggles,neutral,morning,46-60,Nigeria,206139589.0,910770.0,226.0
51a6cbb388,think im break heart as emo sounds meh,negative,night,31-45,Guatemala,17915568.0,107160.0,167.0
0f85b260b4,good night peeps give moms greatest love ,positive,night,31-45,Pakistan,220892340.0,770880.0,287.0
aa91d27145,broke christian bale played batman,negative,morning,0-20,Dominica,71986.0,750.0,96.0
c3541b6a2f,sucks,negative,night,31-45,Uganda,45741007.0,199810.0,229.0
d22d306a22,hey you found,neutral,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0
daaac3bc35,oh yes quite nice photoshop liep zojuist vast start painting rÃ£Ã¢Ã¢Â½isÃ£Ã¢Ã¢Â½ngs glove,positive,morning,0-20,Benin,12123200.0,112760.0,108.0
55751f9b41,hey there whats up,neutral,noon,60-70,Belgium,11589623.0,30280.0,383.0
50e0c09bc1,yeah although probably bgt bugger,neutral,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0
344356f498,ahokay,neutral,morning,46-60,Hungary,9660351.0,90530.0,107.0
52ffcf363d,mothers day,neutral,night,70-100,Cabo Verde,555987.0,4030.0,138.0
1fd79e3de5,saw tonight well great movie hope well mate cheers e,positive,noon,21-30,Lebanon,6825445.0,10230.0,667.0
860656e5e4,always brightens the week ,positive,noon,21-30,Venezuela,28435940.0,882050.0,32.0
c3a3d2b1ec,would totally take promif hadnt already gone sorry lol,negative,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0
60c9c064bd,helping cousin get ready th grade danceshe growing,neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0
e38fab54b2,thanks busy  good book,positive,morning,0-20,Philippines,109581078.0,298170.0,368.0
6416bec5a1,happy mothers day ,positive,morning,46-60,Philippines,109581078.0,298170.0,368.0
271592f520,good sized family room cramped watched match room watched tv iplayer kids asleep,positive,morning,46-60,Norway,5421241.0,365000.0,15.0
cdfb77d823,_megan_ same like kisses nights wasnt eviction badly edited,negative,night,70-100,Cabo Verde,555987.0,4030.0,138.0
3f1fb0ae3c,owwjust bit tongue,neutral,night,70-100,North Macedonia,2083374.0,25220.0,83.0
7a8e7787fa,please nick say happy birthday me birthday yesterday,neutral,morning,46-60,Yemen,29825964.0,527970.0,56.0
e56110e2e4,morning twitterbugsnothing like loooooooooong liein,positive,morning,0-20,Nigeria,206139589.0,910770.0,226.0
39ca6c87a2,hey sorry late leave  min rainchecktomorrow,negative,noon,21-30,Sudan,43849260.0,1765048.0,25.0
2b57d9fe2d,wow thats looks really good wish some good,positive,noon,21-30,Malta,441543.0,320.0,1380.0
5ca1ff6525,goodnight happy mothers day,positive,morning,46-60,Afghanistan,38928346.0,652860.0,60.0
7e26065fff,agree facehunter embarrassing representation compare swedes look like born stylish,positive,noon,21-30,Guinea-Bissau,1968001.0,28120.0,70.0
682210d1e2,j alexanders im sorry nintendo im collared shirt chances staying home tonight,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0
e748457419,omg know many words time go heres words money ball keys,neutral,noon,21-30,Kenya,53771296.0,569140.0,94.0
79617aaeda,ideas tempat apa yang paling cocok jupiter seru juga,neutral,noon,60-70,Tanzania,59734218.0,885800.0,67.0
ec1c6989b0,watered tomato plants pepper plants lettuce feeling homely freddie funpacked day,positive,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0
d0a0422d97,going look refrigerator taste snack eat,positive,noon,21-30,Tunisia,11818619.0,155360.0,76.0
8ade491ee9,mayst success lucas first police contact neighborhood cruising eggs cream bumf shaving foam love son hes hero,positive,noon,21-30,Libya,6871292.0,1759540.0,4.0
7058fc87de,fighter  christina aguilera love song,positive,night,70-100,Pakistan,220892340.0,770880.0,287.0
237bc73fb4,messed backhip hurts bad,negative,noon,60-70,Venezuela,28435940.0,882050.0,32.0
05d1646bfe,moment well cant find yet lol,neutral,night,31-45,Australia,25499884.0,7682300.0,3.0
f54efff9bf,bed time hope go school tomorrow though feel well right,negative,night,31-45,Finland,5540720.0,304000.0,18.0
74b57c43cc,carscarscarsi need one ha ha one found last night wanted bad sold,negative,noon,60-70,Luxembourg,625978.0,2590.0,242.0
c79955e496,enjoying weekend sis ,positive,morning,0-20,Nauru,10824.0,20.0,541.0
4372714793,peter bar owner working way  beersall belgian coffin drinkers mort subite,neutral,night,70-100,Senegal,16743927.0,192530.0,87.0
ed483d0c51,headache heat,negative,noon,21-30,South Sudan,11193725.0,610952.0,18.0
c8ac0b9545,bad hair day,negative,night,31-45,Uganda,45741007.0,199810.0,229.0
2ece2e6bf2,home night hang mom study,neutral,morning,46-60,Greece,10423054.0,128900.0,81.0
b84d47c65f,ss guys much thanks making  years senior school amazing,positive,night,70-100,Liechtenstein,38128.0,160.0,238.0
