ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (Km²),Density (P/Km²),Ground Truth
000c90da5f, Yeahhh you do that lol,neutral,morning,46-60,South Korea,51269185,97230,527,df
72fd7f148b,Recovering from a bad fall at lunch. Great start to the weekend.,positive,night,70-100,Ecuador,17643054,248360,71,sadness
fdd22c6f2a,Morning!! how is everyone,neutral,morning,0-20,China,1439323776,9388211,153,happiness
a8b73cf5d5,Screw you guys and your prom pictures,negative,noon,60-70,Azerbaijan,10139177,82658,123,anger
08b1144b97,21 days away from being evicted,neutral,night,70-100,Uganda,45741007,199810,229,sadness
828b37669c, You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,neutral,noon,21-30,Moldova,4033963,32850,123,happiness
5ef969f006," wow, that`s cool  bytheway, i love your new TV show",positive,morning,46-60,Ethiopia,114963588,1000000,115,happiness
03b1cac208," You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You`s are too amazing  x",positive,noon,60-70,Denmark,5792202,42430,137,happiness
d901264a08,rearry rip. Youd never guess what i ate..,negative,morning,46-60,Georgia,3989167,69490,57,disgust
d109999477, can you play I Wish by Jordan Knight,neutral,morning,0-20,Central African Republic,4829767,622980,8,df
e1dfa4bff0, Nothing wrong with that samantha,positive,noon,21-30,North Korea,25778816,120410,214,disgust
bc4eebb5c5,follow friday.. follow me coz i only have 26 followers...  (it`s not 2am),neutral,night,31-45,Jordan,10203134,88780,115,df
3194919831,doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,negative,noon,60-70,Grenada,112523,340,331,disgust
0b8cd8a6a8,"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow.",neutral,noon,60-70,Israel,8655535,21640,400,sadness
85ef35bd34,"Photo: So I still havnÃ¯Â¿Â½t hooked up my editing comp  I know you guys miss my artwork, so IÃ¯Â¿Â½ve decided to... http://tumblr.com/xeh1wetiq",negative,night,70-100,Monaco,39242,1,26337,df
5a0e0c34b8,is super happy at the new interest rate.  whoop whoop.,positive,night,31-45,Brazil,212559417,8358140,25,happiness
871697a694,"Sad that Gmail chat has died, so I can`t help ",negative,morning,46-60,China,1439323776,9388211,153,sadness
c9cf95f124, =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,negative,night,70-100,Lesotho,2142249,30360,71,sadness
9292a44999,http://twitpic.com/676tn - Home Sweet Home... I didn`t have a picnic blanket though,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness
534ffa95e9,Hey where my left ****? She never respond bacc..,negative,morning,0-20,Argentina,45195774,2736690,17,sadness
c46ff87273," why, hello there  How`s life on the other side of the screen?",neutral,noon,21-30,Estonia,1326535,42390,31,df
a19f1442bf,THANKS GUYS! 200 FOLLOWERS,positive,morning,0-20,Haiti,11402528,27560,414,happiness
1c21fc2a7c,*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,negative,noon,60-70,Israel,8655535,21640,400,surprise
077a63ee0c,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative,morning,46-60,Nigeria,206139589,910770,226,surprise
d8729c1fe3,you know what`s today? no? it`s the Star Wars day you ****!,neutral,morning,46-60,Greece,10423054,128900,81,anger
42d8d643bf, I doubt I will tho !  twit pic sumthin,neutral,noon,60-70,Luxembourg,625978,2590,242,df
8e5bc8627a, that gets around the problem I had of doing it all myself  good idea.,neutral,morning,0-20,Palau,18094,460,39,df
e5a26fb323,lol! woow okay its not that big of a deal,neutral,morning,46-60,Kazakhstan,18776707,2699700,7,anger
01439339de,"she`s smarter and classier. she`s perfect for him. and, IM NOT.",neutral,noon,60-70,Switzerland,8654622,39500,219,sadness
eebc64ac7c,"Has so much to blog, but has no time to",neutral,night,70-100,Gambia,2416668,10120,239,sadness
4fb0995de8,Hows that possible? No rain forecast for Pinkpop? And I have no ticket,neutral,night,70-100,Marshall Islands,59190,180,329,surprise
d1101dce96,"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness
14fe4b8490,i feel like dyeing right now...,negative,noon,21-30,Somalia,15893222,627340,25,sadness
22c7c7dea6,"Still no pic, very sad",negative,morning,0-20,Greece,10423054,128900,81,sadness
5d85d05584,I don`t think my friends like me anymore  (via #zenjar ),negative,night,70-100,Zimbabwe,14862924,386850,38,sadness
9649f936cc,"Perhaps the answers to all my questions, lie in the deep waves of the ocean. Beach trip anyone!?",neutral,noon,21-30,Grenada,112523,340,331,happiness
f5d1b07ac1,I wanna talk to Mitchel Mussoooooo,neutral,night,70-100,Croatia,4105267,55960,73,df
7aa9e70c18,My brother is planning on moving to vietnam and staying there forever..,neutral,noon,21-30,Luxembourg,625978,2590,242,sadness
fdfd544d8d, lets see.. we hate that groupies are **** near stalkers.. we love that they send gifts..,neutral,night,70-100,Spain,46754778,498800,94,df
2dc2b2ecaf, i love you <3  host me lmao,positive,morning,46-60,Timor-Leste,1318445,14870,89,happiness
9d190cc1cc, i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss,positive,morning,0-20,Sao Tome and Principe,219159,960,228,happiness
e79f3b3eee,those workmen extending R block can`t start this early surely.. its 7:45am and already they`re making a racket and woken me up!,neutral,noon,60-70,Angola,32866272,1246700,26,anger
27eed86c41, hi I`m ok   still not feeling great,negative,night,70-100,Italy,60461826,294140,206,sadness
e2946e2769,IS PHONE **** WITH TYSON,neutral,noon,21-30,Cyprus,1207359,9240,131,anger
3c9397acdd,"Facebook won`t load for me.  **** it, I`m bored.",negative,morning,0-20,Liberia,5057681,96320,53,anger
1281b062a4, have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,positive,noon,60-70,Kenya,53771296,569140,94,df
eccfe62ff1,hi beautiful! How`s it going?  ,positive,noon,21-30,Armenia,2963243,28470,104,happiness
9843ecd416,"Aw, not going to Toronto anymore.",negative,morning,0-20,Sao Tome and Principe,219159,960,228,sadness
0417a347f4,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,negative,morning,0-20,Liberia,5057681,96320,53,sadness
a181f03a20,"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",positive,noon,21-30,North Korea,25778816,120410,214,happiness
624763df58, - I used to have NKOTB sleeping bag too!!  I don`t know where it is now,neutral,noon,60-70,Malta,441543,320,1380,surprise
818996ad8d,So my life has come down to nothing more then making choices ill only regret later,negative,morning,46-60,United States of America,331002651,9147420,36,sadness
7b08c6091a,"_stiller They sure DO. More than 40,000 to boot!",neutral,morning,0-20,Ukraine,43733762,579320,75,df
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,noon,21-30,Samoa,198414,2830,70,sadness
de3833a81d,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,negative,night,31-45,Morocco,36910560,446300,83,disgust
2575ae28e3,"OMG, it`s JULY`S LAST DAY!",neutral,noon,60-70,Luxembourg,625978,2590,242,happiness
9bf2e0669e,_fisher Hey!! How are u??did u got my reply??,neutral,night,31-45,Canada,37742154,9093510,4,happiness
e1f58e1e59,thinks malibu is the drink for me lets all hit the bottle  woop woop ****,positive,noon,60-70,Togo,8278724,54390,152,happiness
6e0b3d6b0d,knocked up is sooo godamn funny. never gets old  'you`re tupac. you`re biggie.' lol,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205,happiness
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",positive,noon,60-70,Nicaragua,6624554,120340,55,disgust
6c424ebd7e,back home in palmdale. in bed with my mommy,neutral,night,31-45,Iraq,40222493,434320,93,happiness
1f2f27c5cd,why the hell is it raining!! i hate the rain.,negative,noon,21-30,Kenya,53771296,569140,94,anger
cbfe82ef26,feels really sick.,negative,night,70-100,Laos,7275560,230800,32,sadness
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,positive,noon,21-30,Togo,8278724,54390,152,happiness
9c61ce1836,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral,morning,0-20,Latvia,1886198,62200,30,happiness
01b2476dd7,going to bed its late and I have headache,negative,noon,21-30,Azerbaijan,10139177,82658,123,sadness
a38d4da0df," I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3",neutral,noon,60-70,Azerbaijan,10139177,82658,123,sadness
d302cf5d8f,trent reznor - liddle beotch doesnt get his way. this could be the title,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,anger
7eebee2219,"Stuck in an office, red hot",negative,noon,60-70,Azerbaijan,10139177,82658,123,disgust
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive,morning,0-20,Sweden,10099265,410340,25,happiness
5b7d384722,"we finally got our graduation gear today, i`m so excited. can you believe it? just 41 days left! aaah  and the sweater is so cozy",positive,morning,0-20,Cuba,11326616,106440,106,happiness
cff315b757,wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!,positive,night,70-100,Ecuador,17643054,248360,71,happiness
3d6736b952,"Yeah, I think we`ve earned it!",neutral,noon,21-30,North Korea,25778816,120410,214,df
009a952227,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,negative,night,31-45,Antigua and Barbuda,97929,440,223,anger
d715925ecd, That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,negative,night,70-100,Bahamas,393244,10010,39,fear
2e277c6d53, Love to but can`t swing the 11 am  I would more than likely do an evening tweetup in the future!,positive,noon,21-30,Samoa,198414,2830,70,df
f7d4269198,OK tweeps.. sorry. too many twitpic. I`ll delete those pics as soon as  had `em copied,negative,noon,21-30,Fiji,896445,18270,49,disgust
212ca1a172, I loved it! You guys are amazing!,positive,night,31-45,Cabo Verde,555987,4030,138,happiness
c0b19d85bd,_a_hart ah.. Birmingham! I remember being there in the Wrox days,neutral,morning,0-20,Sao Tome and Principe,219159,960,228,happiness
f2c87a8129, cool.. look forward for frequent tweets,positive,night,70-100,Antigua and Barbuda,97929,440,223,happiness
2486f3c1a1,_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!,positive,noon,60-70,Bhutan,771608,38100,20,happiness
a4ca62632d,Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb,positive,morning,46-60,Mali,20250833,1220190,17,happiness
32c96c1090,enjoying my new car,positive,night,70-100,Algeria,43851044,2381740,18,happiness
539d37b36b," they did,",neutral,night,70-100,Italy,60461826,294140,206,df
dd05c1c3d8,Need to buy a bluetooth device for machine,neutral,morning,46-60,China,1439323776,9388211,153,df
b0ec446090, it was fine. i was still up playing inFamous. sorry to hear how things ended up again,neutral,night,70-100,Barbados,287375,430,668,sadness
e8fe5c5dc7," hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",positive,noon,60-70,Samoa,198414,2830,70,disgust
83c92f835b,still freakin out about missing the game!!!  #jonasnewsongs,negative,night,70-100,San Marino,33931,60,566,sadness
0c2fdfc4bd,Fuzzball is more fun than Mother`s Day  http://tinyurl.com/dhpol7,positive,morning,0-20,Greece,10423054,128900,81,df
bf9927af4c,"actually just woke up, going to attempt to see 17 again with Natalyy",neutral,morning,46-60,Greece,10423054,128900,81,happiness
5d847ecde0,HD full again...  http://plurk.com/p/x2eb3,neutral,night,31-45,South Africa,59308690,1213090,49,df
c086d6e230,Watchin `how to lose a man in 10 days` wiv mum  lol,neutral,noon,60-70,Switzerland,8654622,39500,219,happiness
853ebd7b47, Our raid leader made us run drills to practice switching,neutral,noon,21-30,Chad,16425864,1259200,13,disgust
d28a8ca680, Thx 4 sharing!,positive,night,31-45,Gambia,2416668,10120,239,happiness
282e1a63e8, another purse? Need to see photos.,neutral,noon,21-30,Paraguay,7132538,397300,18,df
c9ed0d71db,Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn`t so far away,positive,morning,46-60,Egypt,102334404,995450,103,sadness
af2e79600d,talkin to sum1 special,positive,noon,21-30,Israel,8655535,21640,400,happiness
698a91c45d, thanks!! Yes!! A lot!,positive,night,70-100,Marshall Islands,59190,180,329,happiness
5c2edde096,...I need a huge favor of love. Anticipate texts from me,positive,morning,46-60,Hungary,9660351,90530,107,sadness
db1be9d601,is going to forgo Pub Night with the wife tonight. Tough week for both of us and neither is really up for it. Plus our neighbor died,negative,morning,46-60,Georgia,3989167,69490,57,sadness
5237f98883,Happy Mother`s Day Mom! I love You!,positive,morning,0-20,Timor-Leste,1318445,14870,89,happiness
9ed0319118, Have you seen Wolverine?  Might want to change that pic.  There`s a new sheriff in town.,neutral,noon,21-30,Bulgaria,6948445,108560,64,df
533b05f261," I know, they`re ****. I am trying to sort out my portfolio and I don`t know what to put in it!",negative,night,70-100,Italy,60461826,294140,206,anger
a429255434,G`day  Thanx for following.,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83,happiness
ad21249e85, hehehe hello!!! how are you? good to see you on twitter!!,positive,morning,0-20,Jamaica,2961167,10830,273,happiness
23013f9a40,Greg back in the top 10. This is why I love Nascar.,positive,noon,21-30,Seychelles,98347,460,214,happiness
1dc37b5047,star trek was grtsat bggeting drunk now,positive,morning,0-20,Argentina,45195774,2736690,17,happiness
851583e0de,"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops",neutral,noon,60-70,Samoa,198414,2830,70,df
2a83e56667,"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",negative,night,70-100,Niger,24206644,1266700,19,anger
4a002e7c6b, Maybe JD can help you out there I don`t know though  But I will ask!,neutral,noon,21-30,South Sudan,11193725,610952,18,sadness
18eba56565," noboby`s behind. I think I lead with $14,8 so far",positive,noon,21-30,Saudi Arabia,34813871,2149690,16,df
0b5b3361e2,"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",neutral,noon,60-70,Kenya,53771296,569140,94,df
fe25c5bffb," look, i`m following you!",neutral,morning,0-20,Eritrea,3546421,101000,35,surprise
f306ec47db,sizzling outside. Work inside = double,neutral,morning,0-20,Ethiopia,114963588,1000000,115,disgust
dedc4e6686,Arghhh...my korean dvd can`t see..I need to laugh..,neutral,night,31-45,Marshall Islands,59190,180,329,sadness
d461b50edb,"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",negative,morning,46-60,France,65273511,547557,119,sadness
9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral,noon,21-30,Angola,32866272,1246700,26,df
a454494a8a,"Ouch, my back. Man I`m sick",negative,morning,0-20,United States of America,331002651,9147420,36,sadness
90fea7e19b,"following people around, though there are so many.. where are the webdesign twitters!",neutral,noon,21-30,Venezuela,28435940,882050,32,df
26ac912cc5,"CSI NY comes back to aus with `****, lies and silicone` (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee",neutral,night,70-100,Sierra Leone,7976983,72180,111,df
eefb86c722,Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty,negative,night,70-100,Netherlands,17134872,33720,508,sadness
18388b8a88, Im so very sad that i am at work today and cant win tickets,negative,morning,46-60,Sri Lanka,21413249,62710,341,sadness
15ec12dff3,had a great time talkin with Mike tonight for three hrs.,positive,night,70-100,Niger,24206644,1266700,19,happiness
caf284161d,Star trek was good times.,positive,morning,0-20,Nigeria,206139589,910770,226,happiness
deddbb63c8,"_fred6 It`s REALLY cool! No, I`m on a PC now, I don`t have a Mac  well I do but it`s ooooooooold  I do have an iphone tho",positive,noon,21-30,Colombia,50882891,1109500,46,happiness
bfb91b9e2b," Sam, may I ask an odd question?  What might your fave animal be?",neutral,noon,60-70,North Korea,25778816,120410,214,df
c928ea3a7a,WiSHiNG ALL THE MOTHERS A HAPPY MOTHER`S DAY,positive,night,70-100,North Macedonia,2083374,25220,83,happiness
2247d7ed5c, rat run steve irwin way to avoid long delays on bruce highway,negative,noon,21-30,Nicaragua,6624554,120340,55,anger
1bba528c01, Thanks for sympathy. It wasn`t too bad until about an hour ago when I started thinking of the appointment tomorrow.,positive,noon,21-30,Botswana,2351627,566730,4,sadness
0aaab17148, k its 3 slices left,neutral,morning,0-20,Dominica,71986,750,96,df
f57f6c3092,"Wolverine was much fun, but Gambit was a bit disappointing.  Neither smooth nor Cajun enough for my taste. Pretty though",neutral,morning,0-20,United States of America,331002651,9147420,36,df
1dac505c43,I`m going to town on these two dinner rolls and some dark chocolate  yummmm,positive,night,70-100,Suriname,586632,156000,4,happiness
12e0187cb9, i found out that there`s sushi with fake crab meat and it`s not good for you,negative,morning,46-60,China,1439323776,9388211,153,surprise
89dafd0c47,http://pinkpawsforlife.org/ - pets get cancer too.,neutral,night,70-100,Australia,25499884,7682300,3,sadness
62ac88ef56,"math is all that is left for the day, then the DMV",neutral,morning,46-60,Haiti,11402528,27560,414,sadness
1eabe43846," I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that`s why I`m back!",negative,noon,60-70,Dominican Republic,10847910,48300,225,sadness
f9182af73a, 2ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you`re having  LOOOOOOLDING`,positive,night,31-45,Belize,397628,22810,17,happiness
fb872556ee, and added it to his collection. i was too much of a punk **** to ask for it back.,negative,noon,21-30,Paraguay,7132538,397300,18,anger
0a80fcf9c5,"has her mind abuzz re: advertising industry + standards : don`t hate me because I like maths, ok?",neutral,noon,60-70,Denmark,5792202,42430,137,anger
2d41f45aca,"has got my xbox back  , i have a really sore knee cant walk",negative,night,70-100,North Macedonia,2083374,25220,83,sadness
8c20777a68,at work  then back to my baby`s house,neutral,morning,46-60,Central African Republic,4829767,622980,8,happiness
60fc6a5a7d, My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,positive,night,31-45,Marshall Islands,59190,180,329,sadness
7a30455f8b,"Why are tea pitcher things so hard to find?  I haven`t seen any here, and I`ve only found this http://tiny.cc/vynk5 online.  Ugly.",negative,night,31-45,Sierra Leone,7976983,72180,111,disgust
ce4954f532,having Bigi & Tokyo Fashion Spree tmr  Check out SIH web ^____^,neutral,morning,0-20,France,65273511,547557,119,happiness
bab27bd635, Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,negative,morning,46-60,Austria,9006398,82400,109,sadness
d4a56201be,"63 days of summer holiday left, and they are going way too slow! When will school get here???",negative,morning,46-60,Ireland,4937786,68890,72,disgust
71c6b00c21,ayy fml. nothing is perfect,negative,noon,21-30,Armenia,2963243,28470,104,sadness
f2810a559c, i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!),positive,morning,46-60,Qatar,2881053,11610,248,happiness
d1947e8c88,at the R&R fashion show with kacie,neutral,night,31-45,Chile,19116201,743532,26,happiness
e5deb9be38,social was fun. Swam in the water in my boxers,positive,night,31-45,Croatia,4105267,55960,73,happiness
77bcc4857c, Yeah for sure,neutral,noon,21-30,El Salvador,6486205,20720,313,df
2dbb28cc29,"_xo   dang it, so its not certain ? ? ? are you okay?",neutral,noon,21-30,Gabon,2225734,257670,9,surprise
a1c5be2cbb, Oooo look who got a pic!  So much for swimming today,neutral,noon,21-30,Estonia,1326535,42390,31,sadness
dbb8b556b5,So so happy to be with  - she even makes doing laundry wonderful,positive,morning,0-20,Central African Republic,4829767,622980,8,happiness
d65ce39851, god bless u and I hope the rest of your weekend is joyfull,positive,night,70-100,Peru,32971854,1280000,26,happiness
05bc7a77ef,I love when my ipod shuffles so all the good songs are all together,positive,night,70-100,United Kingdom,67886011,241930,281,happiness
f5d5719228, So am I.,neutral,night,70-100,Pakistan,220892340,770880,287,df
126b1e6a22," --of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;",negative,noon,60-70,Denmark,5792202,42430,137,df
bcca61e577, Why aren`t you at blue martini with me??,neutral,noon,60-70,Côte d'Ivoire,26378274,318000,83,surprise
2a9009ce2f,_surprises unfortunately yes,negative,night,70-100,Chile,19116201,743532,26,surprise
baaa649aaa, very impressed,positive,night,70-100,Canada,37742154,9093510,4,surprise
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",negative,morning,46-60,Vanuatu,307145,12200,25,anger
f2b2f8d3a5,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral,morning,46-60,Latvia,1886198,62200,30,df
4145184473," thanks for that twitpic, sure made me laugh",positive,night,31-45,Czechia (Czech Republic),10708981,77240,139,happiness
f68fbbc1db,**** you is all i have to say,negative,night,70-100,Lesotho,2142249,30360,71,anger
f673020218, LOL kk i`ve sent u a friend request,neutral,noon,60-70,Lebanon,6825445,10230,667,happiness
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,positive,night,70-100,Senegal,16743927,192530,87,df
b8eea546b8,"Oh, and I`m obviously back on my stupid sleep schedule. Luckily church isn`t until 2 tomorrow.",neutral,noon,60-70,North Korea,25778816,120410,214,anger
f15c77bd2d,great song  http://bit.ly/evluw,positive,noon,60-70,Malta,441543,320,1380,happiness
20d7cb2f69, Have you managed to breathe since getting the news?,negative,night,31-45,Burkina Faso,20903273,273600,76,sadness
92a1d4137f,Beach with ashley,neutral,morning,0-20,South Korea,51269185,97230,527,happiness
01f75f3eac,Watching 'Hostage'! Also got an idea for that animation i`m making. Hope to have it ready and post a link here by the fifth of June,positive,night,31-45,Kiribati,119449,810,147,df
bc9ebe0002,I hate my life,negative,night,70-100,Australia,25499884,7682300,3,sadness
ecd73c6d97, So the man behind the awesome Macarena vid. Great work. Love it.,positive,night,70-100,Laos,7275560,230800,32,happiness
cf44fa82c2," 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?",neutral,morning,0-20,Greece,10423054,128900,81,df
dbdb957eea,Okay gots to go and now for the first time since it started will miss the Block Party on ,neutral,night,31-45,Zimbabwe,14862924,386850,38,sadness
443ddbe686," lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",neutral,morning,0-20,Latvia,1886198,62200,30,df
18195deb58," That may be, I still don`t like hearing his name so much.   #blackhawks #canucks",negative,morning,46-60,Tajikistan,9537645,139960,68,anger
5bac5df5db,cannot sleep i`m SUPER DUPER DUPER excited pour la PARIS.  the love city.,positive,night,70-100,San Marino,33931,60,566,happiness
a1898e44e9,As predicted i feel lyk ****  gahh i hate bein ill!! At wrk tweet lata ****,negative,noon,60-70,Chad,16425864,1259200,13,anger
7e820f005a, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive,noon,60-70,Zambia,18383955,743390,25,happiness
f9b667e1ed,_Tech I just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,neutral,morning,46-60,Georgia,3989167,69490,57,df
724eb69f24, I`ve had to do laundry for the last two days,neutral,morning,0-20,Indonesia,273523615,1811570,151,anger
570b9c0856, lol you saw where I was going with that...both of my last names are to common nothing special on me,neutral,night,31-45,Thailand,69799978,510890,137,disgust
e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj",neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness
f95cd61c48,Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!,neutral,morning,0-20,Micronesia,115023,700,164,happiness
ca0a253612, Really? A good distraction now. I`ll check it right. now.,positive,morning,0-20,Singapore,5850342,700,8358,surprise
1fce3e2d7b, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,neutral,night,70-100,Vietnam,97338579,310070,314,sadness
3e92853efb,  I can`t join your game... it`s a private beta,neutral,night,31-45,Pakistan,220892340,770880,287,sadness
1834ef3d8b," :O goodness, i havn`t heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think",positive,noon,21-30,Albania,2877797,27400,105,surprise
20bf40e9ad,http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive,night,31-45,Russia,145934462,16376870,9,happiness
3adfb85ae8,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,positive,morning,0-20,Tajikistan,9537645,139960,68,happiness
b89af87662,http://twitpic.com/67bpd - This store at the airport is as close as we`ll get to WDW during this trip.,neutral,morning,46-60,France,65273511,547557,119,anger
d0bf2cb10f, aww lovely pic,positive,morning,46-60,Qatar,2881053,11610,248,happiness
06b8d9e26c, welcome,positive,morning,46-60,Austria,9006398,82400,109,df
0b9b43d4a6," I didn`t like the new Terminator movie, man",negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,sadness
69e63a9862,I wanna go shopping!! I don`t get paid till next week!!,neutral,night,70-100,Australia,25499884,7682300,3,anger
47ec7c77de,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,negative,morning,46-60,Ethiopia,114963588,1000000,115,sadness
72a849e0cf,tierd.i just want to talk,negative,night,31-45,Bolivia,11673021,1083300,11,sadness
620b802c17,is about to go buy his mother a mother`s day gift,neutral,morning,0-20,Cambodia,16718965,176520,95,df
a348aea018,"napppinggg, then work 7 - 11",neutral,morning,46-60,Micronesia,115023,700,164,sadness
082abf7f5a,Aw .. the grillz in my background look like plaque ..,neutral,morning,0-20,Argentina,45195774,2736690,17,happiness
aca9ad929e,_nyc hey sweetie. Cnt go fri  but thnks so much,positive,night,70-100,Chile,19116201,743532,26,sadness
c762607c42,Is off to watch arsenal v chelsea today,neutral,morning,46-60,Cuba,11326616,106440,106,df
2524332d66, I`m concerned for that family,positive,noon,60-70,Mauritius,1271768,2030,626,fear
a8734230b6,Ew traffic,negative,night,31-45,Brazil,212559417,8358140,25,disgust
89b51cf174, http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.,positive,night,70-100,Panama,4314767,74340,58,disgust
0dffcf014e, thank you  You too! I hope this turns out to be a top week for you.,positive,night,31-45,Italy,60461826,294140,206,happiness
ffaccf8278,"   So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhone",neutral,night,70-100,Turkey,84339067,770000,110,sadness
79bd7de23f, LOL! Glad you like it!,positive,morning,46-60,Dominica,71986,750,96,happiness
16ee71e6df, Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,negative,night,31-45,Uzbekistan,33469203,425400,79,sadness
72c09ef13a,its raining!! gng for rain dance,neutral,morning,0-20,Afghanistan,38928346,652860,60,happiness
a914a3c939,"o, and happy mothers day",positive,night,31-45,Antigua and Barbuda,97929,440,223,happiness
1d779830cc,Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,neutral,noon,60-70,Zambia,18383955,743390,25,fear
c0854bf08a,  I wish I knew..  Trying to figure something out here too,positive,night,70-100,United Kingdom,67886011,241930,281,sadness
e7de0750f9,oops! ignore last post  meant to be a direct message!,negative,morning,0-20,Philippines,109581078,298170,368,surprise
7ec0f71db5,"yay, joss is coming over on saturday",positive,noon,60-70,Tunisia,11818619,155360,76,happiness
27af3032f1, Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,negative,noon,60-70,Grenada,112523,340,331,anger
247e9c28a5,Haha Happy Star Wars Day!  'May the 4th be with you' - clever,positive,noon,60-70,Albania,2877797,27400,105,happiness
9b600d4212,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",positive,noon,21-30,Dominican Republic,10847910,48300,225,happiness
